time_s,freq_Hz,amp_m,power_W,energy_Wh_cumulative
4440.0,49.43296979,5.354854555e-05,0.009878760742,0.01545901
4500.0,73.83118353,6.121727792e-05,0.01291085898,0.01569585304
4560.0,75.64678691,2.358184385e-05,0.001915854958,0.01593421583
4620.0,43.44735416,4.317755068e-05,0.006422780998,0.01613536999
4680.0,71.10076873,1.424472476e-05,0.0006990612555,0.01633914806
4740.0,49.771361,4.412031835e-05,0.006706321716,0.01653797542
4800.0,20.59858382,5.18361705e-05,0.00925705679,0.01673030386
4860.0,39.43651621,3.152561601e-05,0.003424004065,0.01693594705
4920.0,43.10303348,9.887088593e-05,0.03367781911,0.01712238679
4980.0,38.41373726,3.054438232e-05,0.003214177101,0.01735650772
5040.0,73.9251355,4.13646317e-05,0.005894750559,0.01758858537
5100.0,28.06812681,3.680907663e-05,0.00466785068,0.01776703345
5160.0,65.89965434,7.883580988e-05,0.02141184918,0.0179530396
5220.0,78.20936018,4.66977365e-05,0.007512747093,0.01817173533
5280.0,20.75608777,3.803341418e-05,0.004983537542,0.01840821958
5340.0,58.08850301,1.811495191e-05,0.001130528407,0.01858838138
5400.0,59.63197345,9.192065544e-05,0.02910940534,0.01883278857
5460.0,62.98589064,7.810696062e-05,0.02101776759,0.01904498868
5520.0,34.0112855,5.581395615e-05,0.01073229798,0.01931904415
5580.0,59.10186924,1.020696337e-05,0.0003589221171,0.01952957409
5640.0,59.89662666,9.941282667e-05,0.03404802724,0.01972039523
5700.0,26.67924052,4.160569182e-05,0.005963656278,0.01990786781
5760.0,22.92493646,6.188088016e-05,0.01319228646,0.02009668924
5820.0,54.04316173,7.328441787e-05,0.01850249917,0.02029110065
5880.0,49.33158914,8.996031777e-05,0.02788104647,0.02048210434
5940.0,45.94653199,5.733681486e-05,0.01132593946,0.02072740876
6000.0,20.291934,9.93211452e-05,0.03398525599,0.0209408091
6060.0,62.65900272,2.315760867e-05,0.001847542894,0.02109922787
6120.0,26.20134477,6.370151406e-05,0.01397998219,0.02128742359
6180.0,20.13203638,4.821758703e-05,0.008009733282,0.02151002792
6240.0,66.40299508,4.36900403e-05,0.006576154368,0.02176137656
6300.0,70.81950041,8.563748392e-05,0.02526590778,0.02202132839
6360.0,42.05359762,6.971795272e-05,0.01674543214,0.0222270582
6420.0,76.79653806,7.245402337e-05,0.01808556673,0.02243983487
6480.0,28.66306889,2.854697816e-05,0.00280754932,0.02267104024
6540.0,70.92260119,9.019003909e-05,0.02802362152,0.02286897398
6600.0,52.09452258,6.798377187e-05,0.01592273332,0.02310832654
6660.0,61.63479293,4.009364986e-05,0.005538068144,0.02333902267
6720.0,26.49592247,8.044882673e-05,0.02229700535,0.02353111545
6780.0,49.33462616,9.531563957e-05,0.03129935885,0.02375026061
6840.0,32.79937301,1.73450098e-05,0.001036468739,0.02393441317
6900.0,71.48768336,3.28815237e-05,0.00372486877,0.02409884329
6960.0,23.25141063,8.311374653e-05,0.02379867771,0.02436573401
7020.0,45.01735813,7.233493569e-05,0.01802616359,0.02457103999
7080.0,44.72299298,5.500720888e-05,0.0104242862,0.02479704443
7140.0,40.81752396,8.830774246e-05,0.02686610288,0.0249737984
7200.0,55.6606077,9.593306502e-05,0.03170616746,0.02518500238
7260.0,27.09576477,3.762241598e-05,0.00487641289,0.02537348006
7320.0,53.57407153,8.549041262e-05,0.02517920044,0.02561062087
7380.0,22.28096853,6.429072306e-05,0.01423979474,0.02582084876
7440.0,69.71286757,2.103608868e-05,0.00152453393,0.02602124227
7500.0,28.08504118,8.040861693e-05,0.02227472202,0.02622469641
7560.0,70.27217236,5.285463613e-05,0.009624391555,0.02639881344
7620.0,25.7524956,9.68556896e-05,0.0323189605,0.02659746899
7680.0,70.48550357,4.161422768e-05,0.005966103545,0.02680306513
7740.0,60.77239893,4.575707177e-05,0.007213126629,0.02701474187
7800.0,67.9781672,2.598144355e-05,0.00232559274,0.02721817462
7860.0,64.36980258,9.710851477e-05,0.03248790693,0.0273864529
7920.0,24.1225797,3.973829072e-05,0.005440332881,0.02761630839
7980.0,27.52305544,8.932671365e-05,0.02748968869,0.02785239356
8040.0,50.56588075,1.168412031e-05,0.000470326175,0.02807131901
8100.0,58.3452337,1.513423304e-05,0.0007890925491,0.02829737622
8160.0,30.39804345,7.526229015e-05,0.01951470395,0.02851307374
8220.0,76.8148175,5.796085923e-05,0.01157382039,0.0287475367
8280.0,29.9966766,4.880122391e-05,0.008204810155,0.02896130366
8340.0,71.28067884,5.856346687e-05,0.01181573291,0.0291447602
8400.0,57.92043579,3.737531434e-05,0.004812567308,0.02937080085
8460.0,46.7948586,3.09416391e-05,0.003298327237,0.02957091306
8520.0,63.70639706,3.908877819e-05,0.005263944482,0.02977377665
8580.0,74.46673252,6.590490114e-05,0.01496382203,0.02998051426
8640.0,27.69048731,5.531577023e-05,0.01054156368,0.03015978091
8700.0,50.0795134,5.999040213e-05,0.01239854307,0.03036379731
8760.0,52.53448622,5.028924213e-05,0.008712790873,0.03057606323
8820.0,73.43241598,4.124407609e-05,0.005860440587,0.0307942417
8880.0,21.1494621,3.022880799e-05,0.003148104591,0.03096158565
8940.0,65.08256225,8.51148271e-05,0.02495844658,0.03117197564
9000.0,71.95994731,2.806805225e-05,0.002714136349,0.03136985292
9060.0,71.65362065,5.474201647e-05,0.01032401652,0.03159379785
9120.0,27.80485379,8.192494873e-05,0.02312274901,0.03180694993
9180.0,41.03719238,1.23005533e-05,0.0005212624046,0.03203438395
9240.0,76.73625221,4.980710331e-05,0.008546527179,0.03223806368
9300.0,33.89804979,2.393087922e-05,0.001972987885,0.03244619284
9360.0,49.66741214,6.751877445e-05,0.01570566067,0.03266358306
9420.0,29.7928794,9.865261652e-05,0.03352928755,0.03289100262
9480.0,75.81766626,4.431064685e-05,0.006764306665,0.03308366103
9540.0,40.21756384,2.98196719e-05,0.003063464345,0.03328278388
9600.0,73.82243204,3.111647762e-05,0.00333570754,0.03350502883
9660.0,45.93328953,4.894419676e-05,0.008252955811,0.03376104349
9720.0,67.14049929,3.972869502e-05,0.005437705818,0.0339619949
9780.0,20.88537222,5.397160328e-05,0.0100354707,0.03417361305
9840.0,67.1708045,9.940635178e-05,0.0340435922,0.03438240912
9900.0,78.72473991,9.945531471e-05,0.03407713703,0.03461340355
9960.0,77.46450295,4.250055438e-05,0.006222949817,0.03483299387
10020.0,50.50643589,5.542703326e-05,0.01058401327,0.03504930547
10080.0,30.24146286,9.030842398e-05,0.02809723832,0.03529818406
10140.0,33.11870576,8.713318939e-05,0.02615618081,0.03551393229
10200.0,30.04451208,4.267048676e-05,0.006272812449,0.03569790907
10260.0,44.27149776,3.082547845e-05,0.003273608661,0.0358795155
10320.0,20.26079708,4.162666466e-05,0.005969670182,0.03608421045
10380.0,77.24706708,2.099817513e-05,0.001519043518,0.03628815124
10440.0,67.70534769,8.621319291e-05,0.02560675626,0.03654668326
10500.0,67.44366783,1.551762476e-05,0.0008295787138,0.0367588263
10560.0,32.0020893,8.341073208e-05,0.02396905845,0.03699164082
10620.0,53.67838594,5.008067176e-05,0.00864066962,0.03718168132
10680.0,22.42231522,6.430219383e-05,0.01424487653,0.0374075218
10740.0,77.54035542,8.430534421e-05,0.02448597042,0.0376310997
10800.0,60.87628042,3.56615764e-05,0.004381352371,0.03783937455
10860.0,55.70489613,7.147066001e-05,0.01759797491,0.03801845709
10920.0,41.21282404,8.9796214e-05,0.02777941918,0.0382113563
10980.0,48.44434747,1.541558771e-05,0.000818704697,0.03844124319
11040.0,37.8641568,3.194098174e-05,0.003514824377,0.03870659232
11100.0,32.29109959,2.791232125e-05,0.002684102016,0.03892564574
11160.0,28.3096419,8.648726438e-05,0.02576982264,0.03911917745
11220.0,47.45656453,4.383921385e-05,0.006621137757,0.03930541479
11280.0,41.10096507,6.710665637e-05,0.01551451878,0.03951475924
11340.0,25.10685073,4.226684293e-05,0.006154697729,0.03972206411
11400.0,54.22031454,6.468941602e-05,0.01441695589,0.03991775057
11460.0,79.09487302,2.583517261e-05,0.002299481097,0.0401304105
11520.0,79.55857182,2.087175194e-05,0.001500807245,0.04034982487
11580.0,27.53297315,1.969845437e-05,0.001336815308,0.04053620594
11640.0,68.11574023,4.294920068e-05,0.006355025244,0.04075223648
11700.0,76.97646009,5.360845925e-05,0.00990087915,0.04097684386
11760.0,79.4039459,2.549809872e-05,0.002239869443,0.04119101188
11820.0,52.31101985,7.941419922e-05,0.02172718342,0.04141062103
11880.0,26.61502989,2.930482428e-05,0.00295859386,0.04165370182
11940.0,31.84269843,6.9862737e-05,0.01681505532,0.04191340463
12000.0,27.36561997,5.026706866e-05,0.008705109303,0.0421142695
12060.0,37.47615369,7.344390908e-05,0.01858312197,0.04232749617
12120.0,30.12104153,3.057698842e-05,0.003221043027,0.04255506311
12180.0,29.38011071,3.297334276e-05,0.00374570062,0.04275384642
12240.0,49.66639706,9.215287052e-05,0.02925666671,0.04298673269
12300.0,32.98017986,3.779139859e-05,0.004920316479,0.04320211699
12360.0,79.74241942,9.988130786e-05,0.03436968482,0.04343126322
12420.0,34.56701941,4.940872082e-05,0.008410355029,0.04368013797
12480.0,55.63198238,3.663238552e-05,0.004623144958,0.04387997939
12540.0,28.37442473,9.46618628e-05,0.03087146232,0.04410760072
12600.0,30.37961032,5.948150777e-05,0.01218908333,0.04430719648
12660.0,54.65621169,1.711126407e-05,0.001008721542,0.0445367106
12720.0,59.33936137,3.233682633e-05,0.003602482642,0.04476125425
12780.0,42.99152368,2.901440987e-05,0.002900244368,0.04500137515
12840.0,58.9279086,5.262461869e-05,0.009540805288,0.04520638528
12900.0,77.87419211,3.301865401e-05,0.003756002214,0.04539219404
12960.0,24.34322309,9.113843961e-05,0.02861608954,0.04562266653
13020.0,40.02012539,7.926020971e-05,0.02164300415,0.0458065251
13080.0,34.13795869,1.103202604e-05,0.0004192930513,0.0460192713
13140.0,44.00126645,2.320362042e-05,0.001854891937,0.04621780041
13200.0,40.24779581,3.712821078e-05,0.004749141949,0.04646076131
13260.0,25.95387014,8.520943814e-05,0.02501396351,0.04672032133
13320.0,46.90753903,7.280703931e-05,0.01826223178,0.04692208424
13380.0,38.24475878,2.898189225e-05,0.00289374717,0.04713945703
13440.0,43.70610813,7.937759178e-05,0.02170715695,0.04738964024
13500.0,63.13685415,9.785044725e-05,0.03298623425,0.04758443438
13560.0,56.20070279,3.077345182e-05,0.003262567722,0.04778370521
13620.0,36.89679871,1.596142072e-05,0.0008777082875,0.04798606234
13680.0,54.43232098,5.446121853e-05,0.01021837454,0.04820665435
13740.0,40.93843305,9.008229921e-05,0.02795670819,0.04841229501
13800.0,61.93504102,4.234637224e-05,0.006177880881,0.04865118874
13860.0,33.56773756,2.042227213e-05,0.001436862553,0.04887014941
13920.0,76.99287256,4.543822863e-05,0.007112952254,0.04909494815
13980.0,45.26507804,7.758508524e-05,0.02073784346,0.04928264724
14040.0,69.30505043,3.548330496e-05,0.00433765729,0.04954010489
14100.0,77.6416006,5.646713233e-05,0.01098496239,0.04976125755
14160.0,37.09765885,6.225787572e-05,0.01335351827,0.04998764022
14220.0,76.22786373,1.376513831e-05,0.0006527821462,0.0502066863
14280.0,37.26284626,1.236759354e-05,0.0005269598369,0.05038735534
14340.0,22.78641338,8.693975428e-05,0.02604017662,0.05058654735
14400.0,47.83888252,1.408929459e-05,0.0006838889844,0.05079873567
14460.0,79.94845722,5.121506238e-05,0.009036547185,0.0509792756
14520.0,29.10905456,2.826156178e-05,0.002751689488,0.05118518877
14580.0,48.64403869,3.752219951e-05,0.004850468463,0.05138083771
14640.0,30.67973176,7.5702493e-05,0.0197436513,0.05158752223
14700.0,44.38831112,7.437377894e-05,0.01905666089,0.05184883173
14760.0,59.63789299,8.444228496e-05,0.02456558223,0.05205869114
14820.0,22.94818378,1.389286589e-05,0.0006649527634,0.05228131772
14880.0,71.11188482,5.445189433e-05,0.0102148759,0.05251887687
14940.0,74.12136263,6.038482127e-05,0.01256211252,0.052739264
15000.0,79.00612612,3.965649489e-05,0.005417959571,0.052959101
15060.0,35.7230927,8.824429677e-05,0.02682751224,0.05316002324
15120.0,52.14177163,7.943852413e-05,0.02174049572,0.05336950707
15180.0,27.80653343,3.76015051e-05,0.004870993687,0.05359282919
15240.0,75.58602512,7.20270734e-05,0.01787304902,0.05380215378
15300.0,33.21118659,8.577564701e-05,0.02534749896,0.05403332459
15360.0,23.10852897,6.771044873e-05,0.01579495862,0.05427458623
15420.0,35.01104222,3.551157703e-05,0.004344572282,0.05447609131
15480.0,34.69824756,3.742192378e-05,0.004824577959,0.05465310801
15540.0,36.04343636,5.135645391e-05,0.009086511196,0.05490811493
15600.0,27.74454937,3.375710454e-05,0.003925884207,0.05509214782
15660.0,65.28313027,4.792856401e-05,0.007913998127,0.05531277513
15720.0,48.51229723,4.987974383e-05,0.008571474498,0.05554429606
15780.0,38.06246461,6.952274121e-05,0.01665178841,0.05575315596
15840.0,61.82871713,5.695622183e-05,0.01117607877,0.05597952875
15900.0,57.0974742,7.370518767e-05,0.01871557702,0.05623392559
15960.0,31.52074282,9.454314935e-05,0.03079408037,0.05647481021
16020.0,72.74949553,1.515338889e-05,0.0007910913697,0.05670338492
16080.0,27.34453535,4.821032941e-05,0.008007322244,0.05697223934
16140.0,52.62801509,4.297940495e-05,0.0063639668,0.05718306995
16200.0,51.78956112,8.047644467e-05,0.02231231702,0.05741408107
16260.0,30.28411381,5.367424022e-05,0.009925192065,0.05762286279
16320.0,62.25133197,3.011057448e-05,0.003123526477,0.0578289105
16380.0,57.51741198,5.174145304e-05,0.009223257848,0.05806980221
16440.0,28.71402161,9.981079631e-05,0.03432117515,0.05825452881
16500.0,42.4540865,6.850576124e-05,0.01616818619,0.05847114702
16560.0,52.89838412,1.795632009e-05,0.001110815128,0.05866440851
16620.0,35.4116952,7.284528407e-05,0.01828142273,0.05887365427
16680.0,20.67903282,6.63695166e-05,0.01517554922,0.05906366318
16740.0,43.99312525,1.267638282e-05,0.0005536021923,0.05929769901
16800.0,21.58339568,1.215233579e-05,0.000508776017,0.05950381102
16860.0,51.3022883,9.150907675e-05,0.0288493117,0.05967937085
16920.0,32.89286748,9.89874966e-05,0.0337573068,0.05989411663
16980.0,57.79934369,2.444097854e-05,0.00205799487,0.0601229543
17040.0,71.42266775,1.911032723e-05,0.001258181675,0.06036880171
17100.0,33.4967716,9.435108955e-05,0.0306690941,0.06056467301
17160.0,53.5405682,9.904390832e-05,0.03379579349,0.06085127363
17220.0,35.04807879,2.65459671e-05,0.002427751394,0.06105975863
17280.0,64.18822434,5.066018842e-05,0.00884180047,0.06121127591
17340.0,30.28646997,6.561565869e-05,0.01483276426,0.06146758425
17400.0,32.46576569,4.867365512e-05,0.008161970668,0.06168212725
17460.0,62.14695405,8.693159714e-05,0.0260352904,0.06189623197
17520.0,20.96834059,5.281915775e-05,0.009611475253,0.06210432727
17580.0,55.36927966,6.651570622e-05,0.01524247606,0.06231811783
17640.0,70.0262405,4.993681259e-05,0.008591099431,0.06252844843
17700.0,50.78394664,9.243771687e-05,0.02943781211,0.06274782118
17760.0,66.73034966,7.400151002e-05,0.01886636673,0.06297892564
17820.0,29.34852268,6.826655429e-05,0.01605547187,0.06319298595
17880.0,78.28173796,1.024759495e-05,0.000361785378,0.0634298365
17940.0,73.71222772,8.341058173e-05,0.02396897204,0.06362592784
18000.0,21.66066193,5.017968971e-05,0.008674871527,0.06382644807
18060.0,36.23394851,5.34895884e-05,0.009857019612,0.0640607609
18120.0,36.00004413,2.574814043e-05,0.002284014448,0.06424490299
18180.0,42.87498318,2.99014672e-05,0.003080293547,0.06444110701
18240.0,41.37728625,6.054914961e-05,0.0126305774,0.06462045864
18300.0,74.60900483,5.416992808e-05,0.01010935917,0.06486050381
18360.0,70.53618111,3.01242535e-05,0.003126365113,0.06506009826
18420.0,74.84241656,8.441725627e-05,0.02455102191,0.06532112918
18480.0,34.62551869,6.312078668e-05,0.01372625031,0.0655529847
18540.0,24.04867231,9.610630658e-05,0.03182078457,0.06575560553
18600.0,67.56456004,3.370798667e-05,0.003914467896,0.06600332086
18660.0,46.56502859,1.599625477e-05,0.0008815434715,0.06621648216
18720.0,58.0952578,8.465714861e-05,0.02469075567,0.06640587214
18780.0,71.36701239,4.587590151e-05,0.007250639823,0.0665986833
18840.0,20.82845946,8.344532175e-05,0.02398894207,0.06682360934
18900.0,29.03120673,7.266633475e-05,0.01819171397,0.06705911177
18960.0,52.3197178,5.836361188e-05,0.01173522525,0.06726905491
19020.0,24.76393778,7.922338136e-05,0.02162289593,0.06747765981
19080.0,38.63566618,7.870192463e-05,0.02133918432,0.06771829601
19140.0,42.13603715,4.313190788e-05,0.006409209189,0.06792018972
19200.0,54.50027883,7.312112008e-05,0.01842013375,0.06819098056
19260.0,38.20926453,1.480045968e-05,0.0007546707488,0.06840093811
19320.0,57.4304004,6.803360887e-05,0.0159460869,0.0686393564
19380.0,38.55268447,4.868019085e-05,0.008164162738,0.06885193928
19440.0,31.84755312,9.882227611e-05,0.03364471189,0.06906817923
19500.0,25.78156419,6.277195801e-05,0.01357495691,0.06927116785
19560.0,69.65750808,2.98568829e-05,0.00307111471,0.06946719535
19620.0,45.05747032,2.208599041e-05,0.001680509095,0.06969601085
19680.0,41.44951095,8.06044776e-05,0.02238336846,0.06989967987
19740.0,44.00997804,3.77779447e-05,0.004916813797,0.07012146597
19800.0,28.27926314,4.303134604e-05,0.006379357947,0.07035816382
19860.0,20.23800172,6.408719279e-05,0.01414977734,0.07059284642
19920.0,73.69205808,2.50346712e-05,0.00215919016,0.07077676039
19980.0,78.0983772,9.466578877e-05,0.03087402307,0.07095262325
20040.0,23.26769893,9.124372559e-05,0.02868224414,0.07111547103
20100.0,67.44973192,1.427364057e-05,0.0007019022288,0.07134396315
20160.0,20.10995165,2.804885091e-05,0.00271042414,0.07155989823
20220.0,59.5652467,4.623192263e-05,0.007363614054,0.07177708369
20280.0,38.200283,8.567637908e-05,0.02528886373,0.07196187829
20340.0,74.04348652,7.836318962e-05,0.02115589088,0.07221685506
20400.0,25.19806071,5.441019889e-05,0.01019923822,0.07244085925
20460.0,62.77019483,9.526729664e-05,0.03126761759,0.07267005839
20520.0,44.29939012,4.921618386e-05,0.008344935439,0.07287695444
20580.0,62.92128904,1.158181047e-05,0.0004621255878,0.0731223841
20640.0,62.44010191,2.171405431e-05,0.001624384917,0.07332843377
20700.0,32.63117476,3.334438896e-05,0.003830475027,0.07353360272
20760.0,22.97443843,9.605473401e-05,0.0317866424,0.07375113484
20820.0,62.96414383,6.46323674e-05,0.01439153892,0.07399120793
20880.0,54.64819767,9.885860135e-05,0.03366945078,0.07420401582
20940.0,46.20867637,6.951690818e-05,0.01664899432,0.07442861634
21000.0,78.10824144,7.325215447e-05,0.01848621134,0.07463502231
21060.0,45.03027952,5.683030599e-05,0.01112671841,0.074833982
21120.0,61.79670079,2.702475011e-05,0.002516114975,0.07502703902
21180.0,53.67787925,7.508508157e-05,0.01942291558,0.07523734485
21240.0,44.66146362,8.593336852e-05,0.025440801,0.07546630483
21300.0,42.9950222,9.919434707e-05,0.03389853697,0.07570454639
21360.0,56.61189244,9.144964777e-05,0.0288118525,0.07594640083
21420.0,72.13962763,8.173477436e-05,0.02301552282,0.07614360791
21480.0,62.59477643,2.700720936e-05,0.002512849803,0.07634840073
21540.0,27.05848066,1.901996085e-05,0.001246310764,0.07656014078
21600.0,41.95840889,1.795034082e-05,0.001110075471,0.07676635258
21660.0,77.59339542,5.786875461e-05,0.0115370661,0.0769916245
21720.0,36.06873819,1.174170723e-05,0.0004749737445,0.07718640333
21780.0,35.89144846,2.482583517e-05,0.002123317033,0.0773811033
21840.0,42.18053769,2.198884781e-05,0.001665758567,0.07754686223
21900.0,77.5615805,8.358775098e-05,0.02407090335,0.07773310664
21960.0,37.95440458,5.928371297e-05,0.01210815301,0.07791180611
22020.0,58.34304161,2.605086473e-05,0.002338037089,0.07812766775
22080.0,38.23362412,4.901538804e-05,0.008276981776,0.07838557679
22140.0,45.6860047,2.127538853e-05,0.00155941644,0.07856716946
22200.0,22.33060754,9.931114306e-05,0.03397841136,0.07878772782
22260.0,35.35397944,9.627468539e-05,0.03193238265,0.07902289811
22320.0,56.13120671,8.388109071e-05,0.02424014685,0.07922069709
22380.0,42.40664245,5.528623754e-05,0.01053031056,0.07944047667
22440.0,45.19079029,6.674538053e-05,0.01534792031,0.07962897899
22500.0,29.47874397,2.121271722e-05,0.001550242768,0.07980310018
22560.0,43.67957669,3.124988389e-05,0.003364371339,0.0800134494
22620.0,73.61736736,8.548454452e-05,0.02517574393,0.08021032983
22680.0,53.33042887,6.238042682e-05,0.0134061413,0.08042351252
22740.0,23.84427416,6.94637673e-05,0.01662355003,0.08065048711
22800.0,25.08620853,9.527538309e-05,0.03127292591,0.08089210932
22860.0,63.82367171,7.477183889e-05,0.01926119516,0.08111558283
22920.0,53.84497627,6.881761e-05,0.01631572137,0.08130284661
22980.0,67.91685046,1.625914914e-05,0.0009107574614,0.08153662997
23040.0,63.35639824,7.92726535e-05,0.02164980055,0.08172530031
23100.0,23.57138574,9.123048537e-05,0.02867392068,0.08195188999
23160.0,40.18531042,1.326058329e-05,0.000605804317,0.08215783996
23220.0,25.45667702,4.326797539e-05,0.006449711024,0.08238628229
23280.0,30.20162767,3.805181768e-05,0.004988361551,0.08260928785
23340.0,48.1423677,8.698099551e-05,0.0260648876,0.08284250552
23400.0,72.11611206,4.660108631e-05,0.007481681049,0.08306536617
23460.0,39.41172094,7.570893989e-05,0.01974701421,0.0832740887
23520.0,40.19008376,5.56041644e-05,0.01065176916,0.08347392478
23580.0,72.57414508,3.263027424e-05,0.003668162412,0.08364673189
23640.0,44.55364118,2.32223363e-05,0.00185788543,0.08387876139
23700.0,49.32517827,9.454136578e-05,0.03079291851,0.08413625051
23760.0,27.46267142,9.699551026e-05,0.03241233902,0.08439623662
23820.0,73.75818144,7.915554531e-05,0.02158588201,0.08465780994
23880.0,45.78102312,7.20309696e-05,0.0178749827,0.08483850426
23940.0,29.04881623,5.926969564e-05,0.01210242787,0.08507586052
24000.0,58.31610473,8.274519234e-05,0.02358808305,0.08529248656
24060.0,49.35511187,8.346560286e-05,0.02400060436,0.08549039947
24120.0,43.03535567,2.152188721e-05,0.001595760868,0.08570104157
24180.0,64.75398024,9.898302253e-05,0.03375425532,0.0859202278
24240.0,66.55418303,9.948291315e-05,0.03409605218,0.08615749825
24300.0,72.74485832,2.220613106e-05,0.001698841674,0.08637866941
24360.0,66.32836037,3.497600508e-05,0.004214514141,0.0866072411
24420.0,41.94390295,2.532759631e-05,0.002210014177,0.08686120096
24480.0,39.32477803,3.095892517e-05,0.003302013599,0.08704919962
