time_s,wind_speed_mps,power_W,energy_Wh_cumulative
9600.0,6.085923902,13.66300013,20.64964067
9660.0,4.821900603,6.795497872,20.79362915
9720.0,0.6051091294,0,20.94169412
9780.0,1.940648559,0,21.07942823
9840.0,0.806904296,0,21.17869777
9900.0,3.257165448,2.094527067,21.29441422
9960.0,6.649395331,17.82021674,21.42979076
10020.0,3.618548682,2.871903077,21.5715242
10080.0,7.146023232,22.11870981,21.67797509
10140.0,6.495278905,16.60962901,21.79278524
10200.0,0.4739885798,0,21.95086814
10260.0,4.270335813,4.720115279,22.06504013
10320.0,1.044215993,0,22.17820346
10380.0,4.518760795,5.592739305,22.31716904
10440.0,2.269803701,0.7088125835,22.46420385
10500.0,0.9254501485,0,22.56906025
10560.0,4.175802482,4.413532854,22.6945494
10620.0,0.5420936331,0,22.79900961
10680.0,1.69606565,0,22.9188657
10740.0,5.732566199,11.41862355,23.02438791
10800.0,4.023642589,3.948432416,23.19060965
10860.0,6.180742327,14.31160808,23.32798751
10920.0,4.162043067,4.370048218,23.45414348
10980.0,5.449518285,9.80936426,23.57654273
11040.0,6.782344305,18.91063091,23.71264084
11100.0,0.6444145388,0,23.86050729
11160.0,0.4844562542,0,24.00596419
11220.0,7.236126755,22.96598183,24.15154166
11280.0,3.138922623,1.874598865,24.25569975
11340.0,2.785894052,1.310570258,24.36399533
11400.0,7.716691831,27.85223111,24.47895037
11460.0,4.593366627,5.874350448,24.62246817
11520.0,2.986121256,1.613945392,24.76360655
11580.0,6.29507034,15.12057411,24.86991313
11640.0,5.960693401,12.83680283,25.01125223
11700.0,7.077198448,21.48575604,25.13787073
11760.0,7.192965026,22.5574688,25.23454412
11820.0,2.798519122,1.328468789,25.3702128
11880.0,3.390869595,2.363196224,25.50188785
11940.0,6.805971868,19.10895635,25.65384391
12000.0,4.234566399,4.602495377,25.77568816
12060.0,1.12143013,0,25.87576773
12120.0,2.817562259,1.355773321,26.00237212
12180.0,4.49332235,5.498816754,26.13900759
12240.0,0.7283572771,0,26.22558759
12300.0,1.113645845,0,26.31413336
12360.0,1.560153843,0,26.45080451
12420.0,6.590631457,17.35192254,26.60854022
12480.0,7.880217435,29.66068129,26.76878147
12540.0,0.9179567921,0,26.92385323
12600.0,1.474065012,0,27.03522505
12660.0,3.891122525,3.571011413,27.144001
12720.0,3.291810305,2.162075826,27.260387
12780.0,7.438550806,24.94775788,27.39728433
12840.0,0.3933241696,0,27.52229528
12900.0,2.658120886,1.138389033,27.63210384
12960.0,0.6236217302,0,27.77127963
13020.0,1.064898578,0,27.89205657
13080.0,3.821505418,3.382750435,28.0374667
13140.0,5.657689875,10.97700681,28.19698378
13200.0,0.371708484,0,28.34681366
13260.0,2.017454925,0.4977119184,28.47667011
13320.0,1.661129728,0,28.61299026
13380.0,3.405020349,2.392906087,28.73493445
13440.0,5.232316809,8.68257644,28.8629703
13500.0,5.474205532,9.943283387,29.00281675
13560.0,7.836666273,29.17162199,29.12621101
13620.0,3.390375783,2.362163919,29.25722453
13680.0,0.376432838,0,29.40119174
13740.0,3.620955603,2.877637731,29.5301437
13800.0,3.305851002,2.189859977,29.65382244
13860.0,6.91632927,20.05365328,29.7527851
13920.0,0.7626753274,0,29.88805158
13980.0,0.2106837469,0,30.00914862
14040.0,2.528529133,0.9798743847,30.10929776
14100.0,5.820517422,11.9522949,30.23709325
14160.0,3.842704252,3.439358148,30.34311551
14220.0,3.814793182,3.364956953,30.48079711
14280.0,6.670627531,17.99146773,30.59616435
14340.0,4.827446158,6.818970875,30.73598218
14400.0,5.074032224,7.918194811,30.8618396
14460.0,1.383091197,0,30.97682966
14520.0,0.7040540694,0,31.1123737
14580.0,5.087935795,7.983464278,31.2674336
14640.0,0.7639263921,0,31.39640715
14700.0,3.250310695,2.081330987,31.52228158
14760.0,0.5248192719,0,31.66309853
14820.0,5.697859725,11.21248252,31.77810798
14880.0,0.2563671987,0,31.90190521
14940.0,7.696347374,27.63252066,32.02077306
15000.0,7.164697089,22.29256395,32.16217983
15060.0,6.760420182,18.7278356,32.33812409
15120.0,3.404592801,2.392004813,32.46587965
15180.0,1.700288281,0,32.60408595
15240.0,6.446334915,16.23697475,32.7248456
15300.0,1.780272544,0,32.85073801
15360.0,2.390393737,0.8278942117,32.97087779
15420.0,6.871292199,19.6644485,33.10667876
15480.0,4.012254409,3.91500128,33.2426274
15540.0,0.6469421507,0,33.38061987
15600.0,4.177879577,4.420122164,33.53012621
15660.0,4.964098242,7.414598225,33.64953256
15720.0,0.4790077168,0,33.77846866
15780.0,4.26365599,4.697999754,33.90271253
15840.0,3.846613439,3.449865417,34.03519644
15900.0,0.1711272482,0,34.17140503
15960.0,0.9457791667,0,34.3080609
16020.0,6.979749675,20.61038294,34.43967452
16080.0,6.797829008,19.04045087,34.56964075
16140.0,1.721107346,0,34.71015532
16200.0,6.94898995,20.33909244,34.8224438
16260.0,1.764693742,0,34.9433502
16320.0,0.1544749626,0,35.04788601
16380.0,6.301117643,15.16419231,35.15500078
16440.0,5.555861441,10.39491011,35.30159563
16500.0,5.625921997,10.79313573,35.43531283
16560.0,1.496237146,0,35.56693081
16620.0,2.143341127,0.5968159373,35.72562759
16680.0,4.092471157,4.154544368,35.83952802
16740.0,5.388588116,9.483998713,35.96533662
16800.0,4.029300063,3.965111017,36.09138284
16860.0,6.5149759,16.76119428,36.22536779
16920.0,2.273683676,0.7124537079,36.35059534
16980.0,5.905753656,12.4851137,36.44386655
17040.0,4.845424695,6.895441282,36.54324586
17100.0,5.297544563,9.01136074,36.68221948
17160.0,2.832292987,1.377149379,36.77187266
17220.0,7.219491239,22.80795255,36.91294378
17280.0,5.621961853,10.77035958,37.02478422
17340.0,2.480764618,0.9253865797,37.15666706
17400.0,5.766018564,11.61969232,37.29108039
17460.0,4.654967457,6.11387376,37.43029333
17520.0,5.69374313,11.18819766,37.56779032
17580.0,7.254195237,23.13844873,37.71571771
17640.0,0.7191451155,0,37.8146467
17700.0,7.12693282,21.94191432,37.97499024
17760.0,0.06318276912,0,38.08627375
17820.0,4.266847345,4.708557038,38.21838587
17880.0,5.917289104,12.55841656,38.35591003
17940.0,3.989125381,3.847685615,38.50703551
18000.0,1.04489191,0,38.60011389
18060.0,3.113529792,1.829471281,38.73864912
18120.0,5.642716754,10.89008505,38.8742167
18180.0,6.189590288,14.3731589,39.0255928
18240.0,1.356145177,0,39.1119488
18300.0,4.660938283,6.13743035,39.248396
18360.0,0.2445432609,0,39.35130556
18420.0,6.386348443,15.78789939,39.4654136
18480.0,0.09438897738,0,39.59294272
18540.0,1.759104213,0,39.71210097
18600.0,2.124883763,0.5815299051,39.84472727
18660.0,2.467917892,0.91108446,39.98150449
18720.0,4.089577751,4.145738719,40.09954588
18780.0,2.151280032,0.6034723249,40.20886123
18840.0,7.38826324,24.44520039,40.36061083
18900.0,1.52667391,0,40.51286505
18960.0,4.445402804,5.324758025,40.66420391
19020.0,1.555485695,0,40.796314
19080.0,0.7128841742,0,40.91680499
19140.0,7.920387387,30.11658954,41.05070688
19200.0,1.196007083,0,41.17036117
19260.0,1.289651591,0,41.27996918
19320.0,5.149302433,8.275833017,41.42764633
19380.0,2.360550751,0.7972720618,41.56450361
19440.0,7.7254549,27.94722582,41.73541424
19500.0,5.070694269,7.902578124,41.90954977
19560.0,1.796599776,0,42.07287715
19620.0,6.163120476,14.18954572,42.17713858
19680.0,4.242793309,4.629372692,42.27192229
19740.0,0.6994676344,0,42.38646067
19800.0,1.936376272,0,42.49073372
19860.0,3.262322758,2.104492086,42.59675325
19920.0,2.080182903,0.5455958866,42.73731155
19980.0,5.598999019,10.63892369,42.90488682
20040.0,4.312020821,4.859695604,43.02673697
20100.0,4.60389251,5.914826985,43.13365639
20160.0,2.911663241,1.496201033,43.25027033
20220.0,0.3776440571,0,43.38462604
20280.0,6.41217779,15.9802359,43.56585663
20340.0,4.734007503,6.43062738,43.71639378
20400.0,1.202289143,0,43.83797284
20460.0,3.006693031,1.647531748,43.97598844
20520.0,5.563602522,10.43842092,44.0876861
20580.0,7.158146132,22.23147101,44.21292347
20640.0,7.546839624,26.05324854,44.35239124
20700.0,7.179462168,22.43067039,44.52377146
20760.0,0.9645253678,0,44.63096848
20820.0,1.182181542,0,44.73631909
20880.0,5.796634769,11.80577038,44.83675317
20940.0,1.752877833,0,44.97104717
21000.0,7.630661869,26.93104142,45.08857776
21060.0,7.309258807,23.66936128,45.20956712
21120.0,2.984032013,1.610560166,45.32636562
21180.0,4.480818279,5.453037865,45.43358531
21240.0,7.628717204,26.91045664,45.56519128
21300.0,5.187409552,8.460930577,45.67676783
21360.0,7.212878799,22.74533949,45.819803
21420.0,4.197238507,4.481851527,45.95137448
21480.0,2.079907674,0.5453793521,46.07066302
21540.0,5.335023492,9.203977065,46.19476871
21600.0,7.943556144,30.381655,46.33546119
21660.0,3.843026445,3.440223345,46.46389028
21720.0,7.802828479,28.79537248,46.600924
21780.0,7.007623002,20.85829032,46.70813067
21840.0,6.815522937,19.18951819,46.87123465
21900.0,7.206972866,22.68951331,47.00625735
21960.0,3.26872238,2.116901394,47.13031689
22020.0,1.555344052,0,47.2312322
22080.0,4.911780391,7.182627475,47.37128938
22140.0,5.012921617,7.635531295,47.47277726
22200.0,2.508465976,0.956733903,47.58611532
22260.0,4.479208966,5.447164503,47.69214533
22320.0,1.538190202,0,47.82801217
22380.0,7.961609539,30.58927217,47.93264248
22440.0,5.060943435,7.857076279,48.04056497
22500.0,7.804546666,28.81439894,48.17979664
22560.0,4.528358442,5.628451237,48.30800495
22620.0,1.547787505,0,48.42621621
22680.0,3.1430258,1.881959866,48.54506776
22740.0,5.669555564,11.04621692,48.68019361
22800.0,5.019804912,7.667027783,48.82874552
22860.0,0.763585134,0,48.97997521
22920.0,4.609675959,5.937145766,49.08219346
22980.0,6.220221594,14.58760817,49.19899137
23040.0,6.074335415,13.58509962,49.32761668
23100.0,7.702273081,27.69639576,49.44473913
23160.0,7.607570038,26.68728524,49.58261112
23220.0,3.137973608,1.872899093,49.69504883
23280.0,2.494015582,0.9402947412,49.86385266
23340.0,2.045191043,0.5185231679,50.01471774
23400.0,3.047129494,1.714901783,50.15400024
23460.0,0.6050615161,0,50.26369615
23520.0,5.649203213,10.9276836,50.38684634
23580.0,0.4697667929,0,50.48510735
23640.0,5.688425006,11.15687662,50.6219631
23700.0,7.786916296,28.61956567,50.77706731
23760.0,0.7184508765,0,50.87214293
23820.0,4.305988956,4.839330181,50.98849701
23880.0,5.818542595,11.94013325,51.11272954
23940.0,2.815058875,1.352162746,51.23130716
24000.0,7.204072594,22.6621318,51.33474651
24060.0,0.8303071175,0,51.45031881
24120.0,1.101410069,0,51.57967506
24180.0,4.277264181,4.743126901,51.68301061
24240.0,1.47060858,0,51.81361628
24300.0,7.842960081,29.24196367,51.93643485
24360.0,6.459439628,16.33620031,52.04379857
24420.0,2.958772853,1.570006302,52.16270783
24480.0,3.41930705,2.423152932,52.25970249
24540.0,5.200181741,8.523580865,52.37948047
24600.0,3.725710633,3.134684837,52.52064095
24660.0,3.010442404,1.653702899,52.65043047
24720.0,7.609200908,26.70445215,52.79538464
24780.0,7.85809543,29.41158406,52.93401802
24840.0,2.980656611,1.605100967,53.04272613
24900.0,6.676750887,18.04105946,53.17797122
24960.0,5.110130524,8.088397733,53.29175076
25020.0,7.83655143,29.17033952,53.42798978
25080.0,4.285572852,4.770821484,53.54857104
25140.0,0.681090707,0,53.66527492
25200.0,1.840030141,0,53.79712526
25260.0,5.818940799,11.94258486,53.92235975
25320.0,5.084757789,7.968513824,54.06825347
25380.0,4.896865557,7.117394878,54.2110328
25440.0,6.413630703,15.99110108,54.35144767
25500.0,7.57127383,26.30712451,54.47543711
25560.0,3.731101534,3.148311693,54.56837673
25620.0,7.1042608,21.73317655,54.69664967
25680.0,1.778955526,0,54.83058971
25740.0,1.604049035,0,54.96062287
25800.0,3.426668114,2.438836294,55.05571553
25860.0,6.451990837,16.27975053,55.17252775
25920.0,0.5950077201,0,55.28890291
25980.0,5.53866828,10.29870422,55.40994847
26040.0,6.363206315,15.61688936,55.5520997
26100.0,1.263784223,0,55.67762079
26160.0,3.363699037,2.30684233,55.83962048
26220.0,0.2920954517,0,55.95536631
26280.0,1.450587567,0,56.09916961
26340.0,3.541058443,2.691322878,56.22742289
26400.0,6.228229852,14.64402342,56.37084775
26460.0,5.867591181,12.24464112,56.47681274
26520.0,1.251089221,0,56.62395428
26580.0,6.561348272,17.12165693,56.74066095
26640.0,7.369665251,24.2610618,56.86408925
26700.0,6.565410848,17.15348017,56.99874265
26760.0,6.664156939,17.93916265,57.14712055
26820.0,7.778660642,28.52863514,57.28613915
26880.0,7.256744142,23.16284775,57.42121972
26940.0,0.9631561835,0,57.53296965
27000.0,5.697543395,11.21061516,57.6686046
27060.0,7.096438571,21.66146687,57.84741752
27120.0,4.961983291,7.405125307,57.9735251
27180.0,6.052245016,13.43742409,58.12233572
27240.0,3.994808883,3.864155014,58.24277487
27300.0,0.646483199,0,58.37235263
27360.0,2.19729181,0.6430277722,58.50448367
27420.0,7.132391685,21.99237208,58.62072757
27480.0,4.556588129,5.73437173,58.76934432
27540.0,1.155129745,0,58.89347372
27600.0,6.700138688,18.23131088,59.02772467
27660.0,7.127426757,21.94647672,59.15162732
27720.0,4.367844143,5.050890099,59.26800499
27780.0,4.206001293,4.509981134,59.42102249
27840.0,7.357325384,24.1393966,59.58277795
27900.0,3.651062742,2.95001625,59.70919298
27960.0,3.199801981,1.985801473,59.8523578
28020.0,2.219110912,0.6623744114,59.96482587
28080.0,6.989581702,20.69760416,60.08893736
28140.0,3.982783495,3.829363696,60.21514277
28200.0,4.094150404,4.159660618,60.37705709
28260.0,5.745441365,11.4957341,60.51499732
28320.0,3.717329749,3.113578226,60.66119583
28380.0,5.833658,12.0334294,60.81081101
28440.0,0.1577371368,0,60.92898088
28500.0,6.199214425,14.44030928,61.0760706
28560.0,4.723349397,6.387291507,61.18037792
28620.0,2.91315983,1.498509353,61.2521905
28680.0,0.2715985943,0,61.3853316
28740.0,6.14759654,14.08259183,61.53492658
28800.0,3.131082504,1.860587307,61.66383106
28860.0,5.90135275,12.45722317,61.8388862
28920.0,4.589432124,5.859268139,61.99885026
28980.0,1.197017526,0,62.11097064
29040.0,0.3652036152,0,62.23505465
29100.0,6.804129335,19.09344085,62.36155885
29160.0,7.393184772,24.49408386,62.49068712
29220.0,4.941983163,7.315942843,62.60749681
29280.0,6.938667541,20.24858862,62.74619318
29340.0,6.595399155,17.38960721,62.8710122
29400.0,5.488724839,10.02261152,63.0022271
29460.0,2.249479164,0.6899417784,63.11245063
29520.0,5.559293499,10.41418596,63.21184382
29580.0,6.561131407,17.11995928,63.39309932
29640.0,0.5491883333,0,63.53505439
29700.0,4.856816222,6.944188971,63.68261558
29760.0,2.479558593,0.9240376039,63.8120595
29820.0,6.355130895,15.55750752,63.91557591
29880.0,3.886809568,3.559150143,64.04744739
29940.0,6.093505052,13.71412319,64.17342092
30000.0,3.280720791,2.140298426,64.30381797
30060.0,0.8711137559,0,64.43476494
30120.0,7.717113836,27.85680085,64.5574899
30180.0,2.426909706,0.8664178181,64.67361868
30240.0,3.64908639,2.945228234,64.80334209
30300.0,0.02399528662,0,64.92661136
30360.0,4.155714134,4.35014282,65.02381036
30420.0,5.365827399,9.364327971,65.16580148
30480.0,3.004647764,1.644171894,65.29429301
30540.0,6.779907524,18.89025543,65.40504042
30600.0,4.19318904,4.468891859,65.56692186
30660.0,3.264409203,2.108532504,65.7011338
30720.0,0.1170629968,0,65.82920439
30780.0,5.53524756,10.27963435,65.93876369
30840.0,4.785253051,6.641730448,66.08867838
30900.0,7.121967353,21.89608424,66.19811455
30960.0,7.094970093,21.64802232,66.32695931
31020.0,5.264104976,8.841788933,66.43801129
31080.0,6.503990845,16.67655282,66.54174686
31140.0,1.663680169,0,66.67074504
31200.0,3.801692576,3.330408479,66.79431147
31260.0,6.997606017,20.76897102,66.92801214
31320.0,1.699305126,0,67.04784512
31380.0,7.285878431,23.44295107,67.21233904
31440.0,2.896599087,1.473098163,67.3091154
31500.0,3.23169706,2.045777741,67.43689155
31560.0,0.8387872621,0,67.57358808
31620.0,7.030197585,21.06052111,67.68199591
31680.0,0.380847226,0,67.76669695
31740.0,0.4274035686,0,67.92941796
31800.0,1.924903352,0,68.02555678
31860.0,5.566416499,10.45426767,68.12338941
31920.0,6.955359348,20.39507176,68.2246587
31980.0,6.69841407,18.21723626,68.38742058
32040.0,6.252380605,14.81503702,68.53636419
32100.0,3.540666646,2.69042964,68.65237943
32160.0,1.291726145,0,68.78393529
32220.0,3.094671239,1.796429076,68.8814422
32280.0,2.771737898,1.290693133,68.98700402
32340.0,4.014886973,3.922712598,69.12981759
32400.0,1.435710966,0,69.24663764
32460.0,3.516739561,2.636253325,69.37011608
32520.0,4.364587514,5.039600813,69.54727553
32580.0,7.314980224,23.7249873,69.6789919
32640.0,0.9548529751,0,69.81249486
32700.0,3.716991722,3.112728924,69.95584518
32760.0,1.170360985,0,70.06918213
32820.0,3.961415968,3.768060465,70.19773526
32880.0,5.091061621,7.998187493,70.31205388
32940.0,3.069896836,1.753629583,70.43676069
33000.0,3.266316028,2.112229606,70.57961713
33060.0,2.771722566,1.290671714,70.6789154
33120.0,4.331758212,4.926734306,70.79785193
33180.0,4.859751416,6.956786647,70.90586552
33240.0,4.815009827,6.766406001,71.05019185
33300.0,5.664163815,11.01473201,71.16084955
33360.0,2.287602992,0.7256187346,71.28599597
33420.0,0.8388258231,0,71.41339533
33480.0,1.852647118,0,71.50962425
33540.0,4.808209044,6.737775596,71.6254992
33600.0,2.779581921,1.301682165,71.7775695
33660.0,3.190002153,1.967611935,71.92251568
33720.0,5.609993866,10.70172233,72.04754421
33780.0,7.514386129,25.71858333,72.23213547
33840.0,6.527496432,16.8580155,72.3520083
33900.0,3.945460735,3.722714207,72.43386597
33960.0,4.252891323,4.662505689,72.56800775
34020.0,0.08893467082,0,72.7255409
34080.0,1.989372061,0,72.87015979
34140.0,0.3605079099,0,73.01924849
34200.0,2.969276495,1.586786295,73.15622338
34260.0,7.126772088,21.94042979,73.29450809
34320.0,6.146310184,14.07375353,73.44128608
34380.0,0.4851760611,0,73.60236408
34440.0,7.431492452,24.87680733,73.75124668
34500.0,2.151460807,0.6036244694,73.8805692
34560.0,5.224713306,8.644779356,73.99563924
34620.0,0.01271405391,0,74.11642978
34680.0,6.229427974,14.65247624,74.26843497
34740.0,3.943553874,3.717319193,74.3926694
34800.0,6.278560131,15.00191475,74.54359591
34860.0,3.531035796,2.668534859,74.6964466
34920.0,5.516808557,10.17724571,74.83662167
34980.0,2.294017848,0.7317401705,74.94727507
35040.0,2.440615847,0.8811803416,75.08082306
35100.0,7.230303626,22.91058218,75.20260457
35160.0,4.194221626,4.47219411,75.32472723
35220.0,3.110724264,1.824530257,75.46449004
35280.0,5.938796901,12.69585458,75.5979928
35340.0,7.236462403,22.96917781,75.75465448
35400.0,3.838061128,3.426905919,75.87374389
35460.0,4.794973375,6.682286926,75.98138557
35520.0,1.024434233,0,76.10997149
35580.0,3.60997344,2.851533902,76.2381817
35640.0,0.3244545251,0,76.34782869
35700.0,7.942111578,30.36508296,76.45893011
35760.0,7.630182791,26.92596929,76.61096241
35820.0,6.309272085,15.22314168,76.75670776
35880.0,2.272455304,0.7112996087,76.86517889
35940.0,5.042829187,7.773011188,76.99401448
36000.0,6.349182697,15.51386441,77.12069681
36060.0,1.145418688,0,77.23078583
36120.0,0.04992214058,0,77.34901663
36180.0,3.089272835,1.78704429,77.49322663
36240.0,3.722577615,3.126783445,77.59467972
36300.0,4.492186207,5.494646656,77.71969348
36360.0,6.462890208,16.3623943,77.87051716
36420.0,6.862751916,19.59121716,78.03105108
36480.0,7.272911805,23.31800993,78.16549165
36540.0,6.22055374,14.58994513,78.32271032
36600.0,6.562843618,17.1333658,78.44828541
36660.0,0.9787095677,0,78.55626149
36720.0,6.914461226,20.03740869,78.69097283
36780.0,5.188204767,8.464822285,78.82809653
36840.0,7.135013137,22.01663035,78.9672836
36900.0,3.963189763,3.77312438,79.09811814
36960.0,7.120738368,21.88475086,79.2225662
37020.0,2.249488058,0.6899499625,79.35261558
37080.0,7.28227855,23.40821944,79.47065452
37140.0,1.107126916,0,79.56926858
37200.0,2.618833491,1.088654766,79.69709191
37260.0,7.189842219,22.52810176,79.80932342
37320.0,2.510469977,0.9590287251,79.90645535
37380.0,1.822614349,0,80.04985001
37440.0,0.06626073274,0,80.17349381
37500.0,2.706624345,1.201850561,80.31980596
37560.0,4.735300463,6.435897848,80.44339221
37620.0,7.680902318,27.46649519,80.54508688
37680.0,2.620388252,1.09059487,80.6782154
37740.0,2.879031874,1.446458369,80.80069013
