time_s,flow_Lpm,power_W,energy_Wh_cumulative
4740.0,2.361053389,0.463238675,0.3922775537
4800.0,1.750177168,0.3433847604,0.3970004366
4860.0,1.089056504,0.2136728861,0.4017882637
4920.0,2.616885167,0.5134328697,0.4070116545
4980.0,1.46002794,0.2864574819,0.4121445288
5040.0,0.6755116621,0.1325353881,0.416490522
5100.0,1.857560862,0.3644534411,0.4211914949
5160.0,1.683103288,0.3302248651,0.4260962135
5220.0,2.3263885,0.4564374236,0.4310018647
5280.0,2.486623827,0.4878755948,0.4355883799
5340.0,2.038172224,0.3998893903,0.4404793545
5400.0,1.952749552,0.3831294621,0.4456422423
5460.0,1.64590858,0.3229272634,0.4510815812
5520.0,1.987639154,0.389974802,0.4560043068
5580.0,1.926944454,0.3780665019,0.4604504371
5640.0,1.516881328,0.2976121166,0.4657186344
5700.0,1.504506597,0.2951841943,0.4702332696
5760.0,2.014273291,0.3952004198,0.4752204076
5820.0,0.168300858,0.03302062834,0.4800821263
5880.0,2.025407045,0.3973848623,0.485070406
5940.0,2.780510841,0.5455362269,0.4899753288
6000.0,2.091605782,0.4103730544,0.495065045
6060.0,0.2064222143,0.04050003844,0.4994215457
6120.0,2.259883413,0.4433891256,0.5039294734
6180.0,0.4463888547,0.08758149329,0.5091428889
6240.0,1.487385794,0.2918250927,0.5139625747
6300.0,2.934224742,0.5756948943,0.5191035219
6360.0,2.672756713,0.5243948671,0.5245952639
6420.0,1.460630657,0.2865757349,0.5296221589
6480.0,2.061448336,0.4044561635,0.535391128
6540.0,1.783054474,0.3498352877,0.5405727135
6600.0,0.6485021576,0.1272361233,0.5454800901
6660.0,1.406429609,0.2759414892,0.5509663585
6720.0,1.671628531,0.3279735177,0.5562665852
6780.0,0.1364198405,0.0267655727,0.5609782098
6840.0,0.06297378415,0.01235545645,0.5652927427
6900.0,0.7461877139,0.1464020295,0.5699834738
6960.0,1.703075336,0.3341433809,0.5749242816
7020.0,2.533927528,0.497156581,0.5795000985
7080.0,2.480258381,0.4866266943,0.5839175034
7140.0,1.913180321,0.3753659789,0.5888099309
7200.0,1.661064503,0.3259008556,0.5936153515
7260.0,1.617044815,0.3172641927,0.5986087822
7320.0,2.911464914,0.5712294161,0.603840256
7380.0,2.408366641,0.4725215349,0.6087342581
7440.0,0.1272154701,0.02495967523,0.6140577398
7500.0,2.71990981,0.5336463047,0.6192579504
7560.0,1.519764999,0.2981778928,0.6239197361
7620.0,2.033486872,0.3989701243,0.6289461905
7680.0,0.7629156303,0.1496840467,0.6334637184
7740.0,1.472457204,0.2888961033,0.6388272571
7800.0,2.648431001,0.5196221624,0.6440791772
7860.0,1.480742073,0.2905215948,0.6482029878
7920.0,2.087002339,0.4094698589,0.6532305411
7980.0,0.03710956262,0.007280896186,0.6582175327
8040.0,1.597641373,0.3134572374,0.6636445916
8100.0,2.264288065,0.4442533184,0.6689892837
8160.0,2.627539742,0.5155232973,0.6735525229
8220.0,2.695114259,0.5287814176,0.6782262808
8280.0,0.827621858,0.1623794085,0.6835295289
8340.0,1.417649246,0.278142782,0.6886086456
8400.0,1.463524869,0.2871435792,0.6937090886
8460.0,2.787260581,0.5468605259,0.6988893018
8520.0,0.7595581734,0.1490253136,0.7029646449
8580.0,2.254541128,0.4423409693,0.7075758343
8640.0,0.133383097,0.02616976363,0.7120713825
8700.0,1.107460798,0.2172838086,0.7164109385
8760.0,0.7407076111,0.1453268333,0.7212696202
8820.0,0.01080054159,0.00211906626,0.7259697096
8880.0,2.212131981,0.4340202947,0.7311430727
8940.0,0.3697722055,0.07254930673,0.7359952031
9000.0,1.089694822,0.2137981241,0.7407681136
9060.0,0.05324375081,0.01044642391,0.7456439511
9120.0,2.361048523,0.4632377202,0.7511525914
9180.0,2.80665142,0.5506650085,0.7565382873
9240.0,2.871723907,0.5634322305,0.7613300742
9300.0,1.1090773,0.2176009662,0.7663102506
9360.0,2.588472291,0.5078582634,0.7706262116
9420.0,2.305300787,0.4523000145,0.7758100368
9480.0,1.908772584,0.374501181,0.7809591343
9540.0,1.770847931,0.3474403642,0.7861359942
9600.0,1.633243723,0.3204424184,0.7913828894
9660.0,1.15431536,0.2264766735,0.7966025467
9720.0,1.497648344,0.293838605,0.801736501
9780.0,0.7884139822,0.1546868233,0.8071157928
9840.0,1.833439073,0.3597207462,0.8122598627
9900.0,0.5284310761,0.1036781771,0.8175219118
9960.0,2.981695678,0.585008692,0.8229669237
10020.0,1.689555657,0.3314908199,0.8278659463
10080.0,2.345776868,0.4602414214,0.8325343638
10140.0,0.07252776804,0.01422994809,0.8370618628
10200.0,1.283676021,0.2518572353,0.8419004226
10260.0,1.777360399,0.3487181102,0.8469531881
10320.0,0.8009369222,0.1571438241,0.8516498456
10380.0,0.2361597192,0.04633453691,0.8566454191
10440.0,2.134815941,0.4188508877,0.8610691177
10500.0,1.142339275,0.2241269658,0.866261807
10560.0,0.7891758292,0.1548362977,0.8711005197
10620.0,1.735308721,0.3404675712,0.8756862103
10680.0,0.5874769199,0.1152629717,0.8804611851
10740.0,1.464993254,0.2874316765,0.8857397498
10800.0,0.8939310773,0.1753892774,0.8903325629
10860.0,0.07722086038,0.01515073281,0.8948599727
10920.0,2.419918518,0.4747880132,0.9002377356
10980.0,2.233740304,0.4382598476,0.9053275782
11040.0,2.705230367,0.530766198,0.9100184406
11100.0,1.920586211,0.3768190146,0.9155951114
11160.0,0.1813876677,0.03558826041,0.920116542
11220.0,1.217452192,0.23886412,0.925075855
11280.0,1.906528967,0.3740609834,0.9296384944
11340.0,1.338718562,0.262656582,0.9345730376
11400.0,2.644575419,0.5188656973,0.9396478066
11460.0,0.07816142502,0.01533527159,0.9438762681
11520.0,0.3582922146,0.0702969325,0.9485463502
11580.0,0.919904351,0.1804852337,0.9529479791
11640.0,1.640353969,0.3218374487,0.9578352943
11700.0,2.251262723,0.4416977462,0.9633495753
11760.0,0.6037373443,0.118453267,0.967911744
11820.0,2.462677321,0.4831772904,0.9726834819
11880.0,2.321941882,0.4555649973,0.9771570769
11940.0,1.033344576,0.2027422058,0.9821707541
12000.0,1.036493663,0.2033600567,0.9874857178
12060.0,2.554784652,0.5012487486,0.992829048
12120.0,1.798580111,0.3528814178,0.9982446915
12180.0,2.119765396,0.4158979707,1.002998932
12240.0,1.010553653,0.1982706267,1.007821637
12300.0,0.9754007016,0.1913736177,1.012349887
12360.0,1.876947068,0.3682570147,1.017738379
12420.0,2.765016572,0.5424962514,1.022410116
12480.0,2.595832719,0.5093023794,1.027543459
12540.0,1.628992734,0.3196083745,1.032225973
12600.0,2.237703614,0.4390374491,1.037020242
12660.0,0.5515291051,0.1082100104,1.04128361
12720.0,0.3993226109,0.07834709626,1.047079057
12780.0,0.2851945682,0.05595517428,1.052018123
12840.0,0.01332136666,0.002613652139,1.056461715
12900.0,2.653160279,0.5205500468,1.061601426
12960.0,1.725131207,0.3384707429,1.066674617
13020.0,2.907554548,0.5704622024,1.071425329
13080.0,1.211378299,0.2376724223,1.076127845
13140.0,2.298255723,0.4509177729,1.080549361
13200.0,1.482986505,0.2909619524,1.085177342
13260.0,2.807302971,0.550792843,1.089878848
13320.0,1.499988994,0.2942978407,1.094600908
13380.0,2.353048128,0.4616680427,1.098891863
13440.0,2.521296456,0.4946783647,1.104075168
13500.0,2.408337473,0.4725158123,1.108973751
13560.0,1.318399799,0.2586700405,1.114260197
13620.0,1.681056134,0.3298232134,1.118952395
13680.0,0.4041732322,0.07929878815,1.12416444
13740.0,1.119415739,0.2196293681,1.128863606
13800.0,0.2774590658,0.0544374687,1.133260228
13860.0,0.5325781319,0.1044918295,1.137928903
13920.0,0.9105839797,0.1786565768,1.142917803
13980.0,1.450501386,0.284588372,1.147679984
14040.0,2.85185465,0.5595338822,1.15321381
14100.0,2.098417243,0.4117094631,1.15813682
14160.0,2.342773832,0.4596522259,1.162926964
14220.0,0.7448853676,0.1461465091,1.168566625
14280.0,2.336312628,0.4583845377,1.172929881
14340.0,1.564139898,0.3068842481,1.178173694
14400.0,2.457363308,0.482134681,1.183322303
14460.0,0.8312349422,0.1630882957,1.188645447
14520.0,1.992569158,0.3909420689,1.193367412
14580.0,2.022898324,0.3968926511,1.197887193
14640.0,1.62118232,0.3180759712,1.202879498
14700.0,2.148417503,0.421519514,1.208100503
14760.0,0.4981787672,0.09774267413,1.212409495
14820.0,1.411782953,0.2769918154,1.217419675
14880.0,2.334284075,0.4579865356,1.222360531
14940.0,2.022794879,0.3968723554,1.227263863
15000.0,1.095464986,0.2149302302,1.231974836
15060.0,1.435421591,0.2816297162,1.236473302
15120.0,0.1485972831,0.02915478695,1.24109594
15180.0,1.775063816,0.3482675208,1.246051248
15240.0,0.08064970666,0.01582347245,1.251030161
15300.0,0.9761609962,0.1915227875,1.255868474
15360.0,2.446971948,0.4800958962,1.260765182
15420.0,1.098527347,0.2155310654,1.26586068
15480.0,0.7422979617,0.1456388601,1.270711322
15540.0,2.082536928,0.4085937453,1.2760473
15600.0,0.7035961185,0.1380455585,1.28115188
15660.0,2.754748503,0.5404816563,1.285798966
15720.0,2.529969911,0.4963800966,1.290690704
15780.0,2.848772658,0.5589291955,1.296294952
15840.0,2.141165544,0.4200966797,1.301229395
15900.0,2.846221556,0.5584286692,1.305874581
15960.0,1.05588814,0.207165253,1.311293815
16020.0,2.42621996,0.4760243562,1.316159406
16080.0,0.7711328258,0.1512962604,1.320758859
16140.0,2.517413742,0.4939165762,1.325069514
16200.0,1.658017804,0.3253030931,1.329009706
16260.0,2.645072811,0.5189632854,1.333962191
16320.0,2.169596656,0.4256748638,1.338540934
16380.0,0.161346208,0.031656126,1.343076723
16440.0,0.1080667018,0.0212026869,1.347806923
16500.0,2.793940947,0.5481712137,1.352795423
16560.0,2.919504677,0.5728068176,1.357798625
16620.0,0.6437024296,0.1262944167,1.362544921
16680.0,2.938761082,0.5765849243,1.367687139
16740.0,0.1537427101,0.03016431972,1.373188615
16800.0,1.926998269,0.3780770604,1.377640557
16860.0,0.2416876801,0.04741912284,1.382299168
16920.0,1.67385027,0.328409423,1.387086252
16980.0,2.68973605,0.5277262131,1.392293127
17040.0,2.63347205,0.5166872163,1.397413139
17100.0,1.865575042,0.3660258233,1.40222249
17160.0,1.506221706,0.2955206988,1.406689
17220.0,0.6496794017,0.1274670986,1.411475077
17280.0,2.131414081,0.4181834428,1.415944251
17340.0,1.934927966,0.3796328669,1.421087857
17400.0,0.7783340361,0.1527091379,1.426351789
17460.0,1.272825556,0.249728374,1.43087586
17520.0,1.111673371,0.2181103154,1.435789863
17580.0,2.010623211,0.3944842741,1.440697159
17640.0,0.5951078472,0.1167601596,1.44465996
17700.0,1.933828188,0.3794170905,1.44958761
17760.0,1.495911105,0.2934977588,1.454566237
17820.0,2.586180661,0.5074086457,1.459302305
17880.0,2.204708614,0.43256383,1.464158949
17940.0,0.5686325062,0.1115656977,1.469230481
18000.0,1.727143444,0.3388655438,1.474128686
18060.0,0.4138538122,0.08119811794,1.479070423
18120.0,0.03999353284,0.007846731144,1.484673072
18180.0,2.291231544,0.449539629,1.489630181
18240.0,1.278046805,0.2507527832,1.49400589
18300.0,2.266526424,0.4446924844,1.498985535
18360.0,0.4968951794,0.09749083419,1.504097271
18420.0,0.3454072552,0.06776890348,1.508889793
18480.0,0.343123684,0.0673208668,1.514446719
18540.0,1.693379409,0.3322410401,1.518938261
18600.0,2.760337998,0.5415783152,1.524238121
18660.0,1.090379298,0.2139324184,1.529712779
18720.0,0.5909175018,0.1159380138,1.534705587
18780.0,1.548252501,0.3037671406,1.540210608
18840.0,1.293556534,0.2537957919,1.544244101
18900.0,0.05215145968,0.01023211639,1.548991684
18960.0,1.350275852,0.2649241221,1.553358522
19020.0,0.09322216757,0.01829018928,1.558407988
19080.0,2.092830689,0.4106133811,1.56361541
19140.0,2.158348714,0.4234680177,1.56763444
19200.0,1.628319977,0.3194763794,1.572326954
19260.0,0.4509316343,0.08847278665,1.57731575
19320.0,0.9400124385,0.1844304404,1.581961787
19380.0,1.168878068,0.229333877,1.586770097
19440.0,2.412821337,0.4733955463,1.591334598
19500.0,0.9324839416,0.1829533493,1.595714926
19560.0,0.7254827689,0.1423397193,1.600403724
19620.0,2.98096416,0.5848651682,1.605347513
19680.0,1.815866626,0.356273032,1.610745426
19740.0,2.403293703,0.4715262246,1.616062797
19800.0,2.261357316,0.4436783054,1.620840912
19860.0,0.6160795963,0.1208748168,1.625901704
19920.0,1.060227364,0.2080166088,1.630256995
19980.0,1.314831967,0.2579700319,1.635395964
20040.0,0.315474087,0.06189601586,1.640161177
20100.0,0.2981742974,0.05850179715,1.645242636
20160.0,2.314662451,0.4541367728,1.650518307
20220.0,2.312981569,0.4538069838,1.655929798
20280.0,2.49149133,0.488830599,1.661028756
20340.0,0.2916165383,0.05721516481,1.666035482
20400.0,0.4717922467,0.09256563879,1.671231104
20460.0,0.5159436332,0.1012281408,1.676023707
20520.0,0.4840549149,0.09497157429,1.681243617
20580.0,2.888871097,0.5667965092,1.68628884
20640.0,2.320403964,0.4552632578,1.690959755
20700.0,2.875581532,0.5641890966,1.696211896
20760.0,0.8432922502,0.1654539395,1.700929892
20820.0,1.072748601,0.2104732755,1.705770712
20880.0,1.444552079,0.2834211179,1.710884851
20940.0,0.9812887834,0.1925288593,1.715734324
21000.0,1.628958125,0.319601584,1.720402382
21060.0,1.500598754,0.2944174755,1.725176941
21120.0,2.735600682,0.5367248537,1.730028581
21180.0,2.552673806,0.5008346007,1.735159996
21240.0,1.513100443,0.2968703068,1.739761089
21300.0,0.1501523356,0.02945988824,1.744336213
21360.0,2.116241715,0.4152066244,1.748923568
21420.0,1.292197694,0.2535291875,1.753970529
21480.0,2.614238242,0.512913543,1.758637125
21540.0,2.641983435,0.5183571499,1.76380571
21600.0,1.144617652,0.2245739833,1.768782769
21660.0,1.797782634,0.3527249528,1.773332919
21720.0,2.719549277,0.5335755682,1.777785006
21780.0,1.198240327,0.2350947521,1.782431253
21840.0,1.19148189,0.2337687469,1.7874199
21900.0,2.589642117,0.5080877833,1.792342954
21960.0,1.876982761,0.3682640177,1.797936401
22020.0,1.713809232,0.3362493713,1.802955601
22080.0,2.357532827,0.4625479406,1.807878685
22140.0,0.02580926356,0.005063777511,1.812029856
22200.0,2.899846333,0.5689498506,1.816647358
22260.0,1.299170779,0.2548973067,1.821860192
22320.0,2.76306719,0.5421137828,1.826687561
22380.0,2.968868628,0.5824920248,1.831775881
22440.0,0.01794945895,0.003521683847,1.83631827
22500.0,0.8849873017,0.1736345086,1.841023485
22560.0,0.6399056263,0.1255494839,1.845745313
22620.0,1.111716602,0.2181187973,1.850459044
22680.0,1.48911842,0.2921650339,1.856033972
22740.0,2.725737295,0.5347896573,1.860967457
22800.0,1.385300382,0.2717959349,1.866220066
22860.0,0.4017582027,0.07882495938,1.870949937
22920.0,0.6545414371,0.12842103,1.874977319
22980.0,0.8883767014,0.1742995088,1.879606403
23040.0,1.113203655,0.2184105571,1.883642016
23100.0,2.915461016,0.5720134512,1.88853605
23160.0,1.25496525,0.246224182,1.893747916
23220.0,0.08736213622,0.01714045113,1.898615381
23280.0,0.00824071281,0.001616827853,1.903580629
23340.0,2.195366192,0.4307308468,1.908958408
23400.0,2.279296005,0.4471978762,1.91478499
23460.0,2.956660716,0.5800968324,1.920335069
23520.0,1.140916476,0.2238478126,1.925636476
23580.0,2.415355837,0.4738928153,1.92988973
23640.0,0.3709252343,0.07277553098,1.934159027
23700.0,2.415622376,0.4739451101,1.939515359
23760.0,2.615890657,0.5132377469,1.943768976
23820.0,1.015590143,0.1992587861,1.948831274
23880.0,0.6965992148,0.1366727659,1.953118945
23940.0,1.77035678,0.3473440003,1.958313727
24000.0,2.224797767,0.4365053218,1.963500313
24060.0,1.307380857,0.2565081242,1.968344997
24120.0,2.18532683,0.4287611241,1.973209852
24180.0,0.6358992839,0.1247634395,1.977956691
24240.0,1.305881588,0.2562139676,1.982732782
24300.0,0.1125964859,0.02209143053,1.987819566
24360.0,1.207170466,0.2368468455,1.993288713
24420.0,1.11204782,0.2181837823,1.998002355
24480.0,2.724414859,0.5345301953,2.002930079
24540.0,2.809908329,0.5513040141,2.008302984
24600.0,1.353856193,0.2656265851,2.013150869
24660.0,2.069963875,0.4061269122,2.017805931
24720.0,1.334921473,0.2619115929,2.022971752
24780.0,0.8644684873,0.1696087172,2.028478362
24840.0,2.603785618,0.5108627382,2.03315309
24900.0,2.283409857,0.4480050139,2.037663731
24960.0,2.868630162,0.5628252378,2.042729138
25020.0,0.4002410965,0.07852730314,2.047912714
25080.0,1.380068413,0.2707694226,2.052105954
25140.0,2.17242042,0.4262288864,2.057542393
25200.0,0.7804091552,0.1531162762,2.061545268
25260.0,1.751174476,0.3435804321,2.066718137
25320.0,0.5325969292,0.1044955175,2.071250259
25380.0,0.3921676886,0.07694330051,2.075372245
25440.0,1.74573187,0.3425125928,2.080298729
25500.0,2.868243119,0.5627492999,2.086047215
25560.0,1.933383141,0.3793297722,2.090698312
25620.0,2.878343957,0.5647310844,2.095523731
25680.0,1.882086598,0.3692653904,2.099965884
25740.0,0.5545648066,0.1088056151,2.104498458
25800.0,1.771530504,0.3475742848,2.108935792
25860.0,1.981677657,0.3888051562,2.113338968
25920.0,0.6676799659,0.1309988093,2.117746735
25980.0,0.9860112319,0.1934554037,2.122991327
26040.0,2.287661425,0.4488391716,2.127946293
26100.0,0.4140348641,0.08123364034,2.132556207
26160.0,2.52761528,0.495918118,2.137656713
26220.0,2.267744167,0.4449314056,2.14208007
26280.0,1.892833525,0.3713739377,2.146588398
26340.0,1.062416221,0.2084460625,2.151523559
26400.0,1.81964205,0.3570137703,2.156407204
26460.0,1.280074331,0.2511505837,2.16139311
26520.0,0.1353749582,0.0265605668,2.166322991
26580.0,1.132672948,0.2222304324,2.171528855
26640.0,2.575655399,0.5053435894,2.17609371
26700.0,1.927003792,0.3780781441,2.181633359
26760.0,1.649065824,0.3235467147,2.186384706
26820.0,0.5787178029,0.1135444329,2.19109071
26880.0,2.416487952,0.4741149362,2.196633768
26940.0,1.297706229,0.2546099621,2.201083091
27000.0,1.597484093,0.313426379,2.205153642
27060.0,1.431445774,0.2808496608,2.210102478
27120.0,1.563883998,0.3068340403,2.215021231
27180.0,1.001781163,0.1965494643,2.22002378
27240.0,2.441119899,0.4789477243,2.225068218
27300.0,0.2478886776,0.04863575854,2.229862548
27360.0,0.0002677704129,5.2536555e-05,2.234469593
27420.0,1.499344352,0.2941713618,2.239392523
27480.0,1.835272871,0.3600805374,2.244130649
27540.0,2.102634083,0.4125368071,2.248785123
27600.0,1.756879291,0.3446997169,2.253657257
27660.0,0.08254012794,0.0161943731,2.258128344
27720.0,1.807579913,0.354647179,2.263535687
27780.0,1.942897678,0.3811965243,2.268369778
27840.0,2.409974837,0.4728370631,2.273881879
27900.0,2.679490521,0.5257160402,2.27840714
27960.0,0.3637025781,0.07135844583,2.283033756
28020.0,1.697329831,0.3330161127,2.28723099
28080.0,1.480754664,0.290524065,2.292416761
28140.0,0.4300681242,0.08437936597,2.297452986
28200.0,1.143358348,0.2243269078,2.302476642
28260.0,2.571229224,0.5044751738,2.307521331
28320.0,0.9038901416,0.1773432458,2.311476823
28380.0,0.3463755215,0.06795887732,2.316693236
28440.0,0.4979084506,0.097689638,2.321524982
28500.0,0.6302418469,0.1236534504,2.326438419
28560.0,2.582339678,0.5066550449,2.331400525
28620.0,2.401245746,0.4711244154,2.335975906
28680.0,2.005585586,0.393495892,2.341017289
28740.0,1.375402764,0.2698540223,2.346762693
28800.0,1.370729875,0.2689372015,2.351697754
28860.0,2.38407743,0.4677559918,2.356173169
28920.0,2.646262729,0.5191967475,2.361427048
28980.0,0.4916627155,0.09646422478,2.365864452
29040.0,1.990656049,0.3905667169,2.370815533
29100.0,1.323758366,0.2597213915,2.375462634
29160.0,1.032020716,0.2024824645,2.380540226
29220.0,1.64267238,0.3222923209,2.38604376
29280.0,0.5275168737,0.1034988106,2.3918357
29340.0,0.1266048868,0.02483987879,2.396918148
29400.0,1.341623702,0.2632265704,2.401946488
29460.0,1.660415999,0.3257736189,2.406787755
29520.0,0.8311579122,0.1630731824,2.411600974
29580.0,2.603211452,0.5107500869,2.416660616
29640.0,1.880379883,0.368930533,2.421451756
29700.0,2.622877456,0.5146085568,2.426780382
29760.0,1.039131986,0.2038776956,2.43153407
29820.0,2.650559583,0.5200397902,2.436088051
29880.0,2.860230398,0.5611772041,2.441416875
29940.0,0.9268076843,0.1818396677,2.44651683
30000.0,0.1588084511,0.03115821811,2.451214226
30060.0,2.359727846,0.4629786033,2.455932815
30120.0,1.637586118,0.3212943963,2.461066057
30180.0,1.641147427,0.3219931251,2.465404125
30240.0,0.7522384894,0.1475891916,2.47060382
30300.0,1.769352662,0.3471469923,2.475286815
30360.0,0.2739187157,0.05374285202,2.479894011
30420.0,0.01401084736,0.002748928253,2.484989603
30480.0,1.106718617,0.2171381927,2.489646946
30540.0,1.851081072,0.3631821064,2.495127818
30600.0,0.01702036298,0.003339395217,2.499879748
30660.0,1.007263707,0.1976251392,2.504680287
30720.0,2.821590877,0.5535961302,2.509880833
30780.0,0.9773692395,0.1917598448,2.514994289
30840.0,2.455816724,0.4818312413,2.520093981
30900.0,2.749874337,0.5395253449,2.524549311
30960.0,0.4041044196,0.07928528712,2.530079966
31020.0,0.4119027517,0.08081531989,2.534918405
31080.0,1.305636379,0.2561658575,2.539554844
31140.0,2.546552463,0.4996335932,2.544831897
31200.0,0.3491298118,0.06849926907,2.549539935
31260.0,2.335216407,0.458169459,2.555124099
31320.0,2.835232792,0.5562726738,2.560498774
31380.0,1.729565512,0.3393407535,2.565358806
31440.0,2.653182718,0.5205544493,2.570311851
31500.0,1.704032415,0.3343311597,2.574977091
31560.0,1.724833061,0.3384122467,2.580141385
31620.0,2.318357244,0.4548616913,2.58546527
31680.0,1.590062622,0.3119702865,2.591285951
31740.0,1.347791954,0.2644367814,2.596458115
31800.0,1.767921527,0.3468662036,2.60065078
31860.0,1.988228294,0.3900903912,2.605762514
31920.0,1.5537095,0.3048378039,2.611093322
31980.0,1.376632788,0.2700953529,2.615211346
32040.0,2.986015763,0.5858562927,2.620955576
32100.0,2.624898219,0.5150050305,2.625730775
32160.0,0.6531776148,0.128153448,2.630625673
32220.0,1.284587441,0.2520360559,2.6347187
32280.0,2.735045186,0.5366158656,2.639946509
32340.0,0.3749106161,0.07355746287,2.644120644
32400.0,1.060496525,0.2080694183,2.64902112
32460.0,2.171243763,0.4259980263,2.653367324
32520.0,2.448211288,0.4803390547,2.658419604
32580.0,1.190015625,0.2334810656,2.663549432
32640.0,1.333345423,0.261602372,2.668735179
32700.0,2.582812766,0.5067478647,2.673789548
32760.0,2.423556892,0.4755018622,2.678946553
32820.0,0.7623607304,0.1495751753,2.683399005
32880.0,2.921440488,0.5731866237,2.68822143
32940.0,1.871507536,0.3671897785,2.693264482
33000.0,1.907940566,0.3743379391,2.698111958
33060.0,0.2384693829,0.04678769293,2.702789173
33120.0,0.6503318178,0.1275951026,2.708125831
33180.0,2.915601773,0.5720410679,2.713544491
33240.0,2.023644136,0.3970389794,2.718292209
33300.0,1.280875056,0.251307686,2.723154766
33360.0,0.4919417701,0.09651897529,2.728602686
33420.0,2.009298765,0.3942244176,2.732953444
33480.0,0.3075321993,0.06033781751,2.738013143
33540.0,1.214803763,0.2383444982,2.743402982
33600.0,1.412201324,0.2770738998,2.748397
33660.0,0.953085876,0.1869954489,2.752979341
33720.0,1.267049316,0.2485950758,2.758232087
33780.0,1.818843653,0.3568571248,2.763342111
33840.0,2.399218236,0.470726618,2.768367339
33900.0,2.278541692,0.4470498799,2.773607102
33960.0,2.188217586,0.4293282904,2.778533897
34020.0,2.73571943,0.5367481522,2.782912991
34080.0,2.386117476,0.4681562488,2.787790575
