time_s,irradiance_Wm2,power_W,energy_Wh_cumulative
6600.0,0,0,0
6660.0,0,0,0
6720.0,0,0,0
6780.0,0,0,0
6840.0,0,0,0
6900.0,0,0,0
6960.0,0,0,0
7020.0,0,0,0
7080.0,0,0,0
7140.0,0,0,0
7200.0,0,0,0
7260.0,0,0,0
7320.0,0,0,0
7380.0,0,0,0
7440.0,0,0,0
7500.0,0,0,0
7560.0,0,0,0
7620.0,0,0,0
7680.0,0,0,0
7740.0,0,0,0
7800.0,0,0,0
7860.0,0,0,0
7920.0,0,0,0
7980.0,0,0,0
8040.0,0,0,0
8100.0,0,0,0
8160.0,0,0,0
8220.0,0,0,0
8280.0,0,0,0
8340.0,0,0,0
8400.0,0,0,0
8460.0,0,0,0
8520.0,0,0,0
8580.0,0,0,0
8640.0,0,0,0
8700.0,0,0,0
8760.0,0,0,0
8820.0,0,0,0
8880.0,0,0,0
8940.0,0,0,0
9000.0,0,0,0
9060.0,0,0,0
9120.0,0,0,0
9180.0,0,0,0
9240.0,0,0,0
9300.0,0,0,0
9360.0,0,0,0
9420.0,0,0,0
9480.0,0,0,0
9540.0,0,0,0
9600.0,0,0,0
9660.0,0,0,0
9720.0,0,0,0
9780.0,0,0,0
9840.0,0,0,0
9900.0,0,0,0
9960.0,0,0,0
10020.0,0,0,0
10080.0,0,0,0
10140.0,0,0,0
10200.0,0,0,0
10260.0,0,0,0
10320.0,0,0,0
10380.0,0,0,0
10440.0,0,0,0
10500.0,0,0,0
10560.0,0,0,0
10620.0,0,0,0
10680.0,0,0,0
10740.0,0,0,0
10800.0,0,0,0
10860.0,0,0,0
10920.0,0,0,0
10980.0,0,0,0
11040.0,0,0,0
11100.0,0,0,0
11160.0,0,0,0
11220.0,0,0,0
11280.0,0,0,0
11340.0,0,0,0
11400.0,0,0,0
11460.0,0,0,0
11520.0,0,0,0
11580.0,0,0,0
11640.0,0,0,0
11700.0,0,0,0
11760.0,0,0,0
11820.0,0,0,0
11880.0,0,0,0
11940.0,0,0,0
12000.0,0,0,0
12060.0,0,0,0
12120.0,0,0,0
12180.0,0,0,0
12240.0,0,0,0
12300.0,0,0,0
12360.0,0,0,0
12420.0,0,0,0
12480.0,0,0,0
12540.0,0,0,0
12600.0,0,0,0
12660.0,0,0,0
12720.0,0,0,0
12780.0,0,0,0
12840.0,0,0,0
12900.0,0,0,0
12960.0,0,0,0
13020.0,0,0,0
13080.0,0,0,0
13140.0,0,0,0
13200.0,0,0,0
13260.0,0,0,0
13320.0,0,0,0
13380.0,0,0,0
13440.0,0,0,0
13500.0,0,0,0
13560.0,0,0,0
13620.0,0,0,0
13680.0,0,0,0
13740.0,0,0,0
13800.0,0,0,0
13860.0,0,0,0
13920.0,0,0,0
13980.0,0,0,0
14040.0,0,0,0
14100.0,0,0,0
14160.0,0,0,0
14220.0,0,0,0
14280.0,0,0,0
14340.0,0,0,0
14400.0,0,0,0
14460.0,0,0,0
14520.0,0,0,0
14580.0,0,0,0
14640.0,0,0,0
14700.0,0,0,0
14760.0,0,0,0
14820.0,0,0,0
14880.0,0,0,0
14940.0,0,0,0
15000.0,0,0,0
15060.0,0,0,0
15120.0,0,0,0
15180.0,0,0,0
15240.0,0,0,0
15300.0,0,0,0
15360.0,0,0,0
15420.0,0,0,0
15480.0,0,0,0
15540.0,0,0,0
15600.0,0,0,0
15660.0,0,0,0
15720.0,0,0,0
15780.0,0,0,0
15840.0,0,0,0
15900.0,0,0,0
15960.0,0,0,0
16020.0,0,0,0
16080.0,0,0,0
16140.0,0,0,0
16200.0,0,0,0
16260.0,0,0,0
16320.0,0,0,0
16380.0,0,0,0
16440.0,0,0,0
16500.0,0,0,0
16560.0,0,0,0
16620.0,0,0,0
16680.0,0,0,0
16740.0,0,0,0
16800.0,0,0,0
16860.0,0,0,0
16920.0,0,0,0
16980.0,0,0,0
17040.0,0,0,0
17100.0,0,0,0
17160.0,0,0,0
17220.0,0,0,0
17280.0,0,0,0
17340.0,0,0,0
17400.0,0,0,0
17460.0,0,0,0
17520.0,0,0,0
17580.0,0,0,0
17640.0,0,0,0
17700.0,0,0,0
17760.0,0,0,0
17820.0,0,0,0
17880.0,0,0,0
17940.0,0,0,0
18000.0,0,0,0
18060.0,0,0,0
18120.0,0,0,0
18180.0,0,0,0
18240.0,0,0,0
18300.0,0,0,0
18360.0,0,0,0
18420.0,0,0,0
18480.0,0,0,0
18540.0,0,0,0
18600.0,0,0,0
18660.0,0,0,0
18720.0,0,0,0
18780.0,0,0,0
18840.0,0,0,0
18900.0,0,0,0
18960.0,0,0,0
19020.0,0,0,0
19080.0,0,0,0
19140.0,0,0,0
19200.0,0,0,0
19260.0,0,0,0
19320.0,0,0,0
19380.0,0,0,0
19440.0,0,0,0
19500.0,0,0,0
19560.0,0,0,0
19620.0,0,0,0
19680.0,0,0,0
19740.0,0,0,0
19800.0,0,0,0
19860.0,0,0,0
19920.0,0,0,0
19980.0,0,0,0
20040.0,0,0,0
20100.0,0,0,0
20160.0,0,0,0
20220.0,0,0,0
20280.0,0,0,0
20340.0,0,0,0
20400.0,0,0,0
20460.0,0,0,0
20520.0,0,0,0
20580.0,0,0,0
20640.0,0,0,0
20700.0,0,0,0
20760.0,0,0,0
20820.0,0,0,0
20880.0,0,0,0
20940.0,0,0,0
21000.0,0,0,0
21060.0,0,0,0
21120.0,0,0,0
21180.0,0,0,0
21240.0,0,0,0
21300.0,0,0,0
21360.0,0,0,0
21420.0,0,0,0
21480.0,0,0,0
21540.0,0,0,0
21600.0,0,0,0
21660.0,2.777777778,0.05,0.0004236111111
21720.0,5.555555556,0.1,0.001680555556
21780.0,8.333333333,0.15,0.003770833333
21840.0,11.11111111,0.2,0.006694444444
21900.0,13.88888889,0.25,0.01045138889
21960.0,16.66666667,0.3,0.01504166667
22020.0,19.44444444,0.35,0.02046527778
22080.0,22.22222222,0.4,0.02672222222
22140.0,25,0.45,0.0338125
22200.0,27.77777778,0.5,0.04173611111
22260.0,30.55555556,0.55,0.05049305556
22320.0,33.33333333,0.6,0.06008333333
22380.0,36.11111111,0.65,0.07050694444
22440.0,38.88888889,0.7,0.08176388889
22500.0,41.66666667,0.75,0.09385416667
22560.0,44.44444444,0.8,0.1067777778
22620.0,47.22222222,0.85,0.1205347222
22680.0,50,0.9,0.135125
22740.0,52.77777778,0.95,0.1505486111
22800.0,55.55555556,1,0.1668055556
22860.0,58.33333333,1.05,0.1838958333
22920.0,61.11111111,1.1,0.2018194444
22980.0,63.88888889,1.15,0.2205763889
23040.0,66.66666667,1.2,0.2401666667
23100.0,69.44444444,1.25,0.2605902778
23160.0,72.22222222,1.3,0.2818472222
23220.0,75,1.35,0.3039375
23280.0,77.77777778,1.4,0.3268611111
23340.0,80.55555556,1.45,0.3506180556
23400.0,83.33333333,1.5,0.3752083333
23460.0,86.11111111,1.55,0.4006319444
23520.0,88.88888889,1.6,0.4268888889
23580.0,91.66666667,1.65,0.4539791667
23640.0,94.44444444,1.7,0.4819027778
23700.0,97.22222222,1.75,0.5106597222
23760.0,100,1.8,0.54025
23820.0,102.7777778,1.85,0.5706736111
23880.0,105.5555556,1.9,0.6019305556
23940.0,108.3333333,1.95,0.6340208333
24000.0,111.1111111,2,0.6669444444
24060.0,113.8888889,2.05,0.7007013889
24120.0,116.6666667,2.1,0.7352916667
24180.0,119.4444444,2.15,0.7707152778
24240.0,122.2222222,2.2,0.8069722222
24300.0,125,2.25,0.8440625
24360.0,127.7777778,2.3,0.8819861111
24420.0,130.5555556,2.35,0.9207430556
24480.0,133.3333333,2.4,0.9603333333
24540.0,136.1111111,2.45,1.000756944
24600.0,138.8888889,2.5,1.042013889
24660.0,141.6666667,2.55,1.084104167
24720.0,144.4444444,2.6,1.127027778
24780.0,147.2222222,2.65,1.170784722
24840.0,150,2.7,1.215375
24900.0,152.7777778,2.75,1.260798611
24960.0,155.5555556,2.8,1.307055556
25020.0,158.3333333,2.85,1.354145833
25080.0,161.1111111,2.9,1.402069444
25140.0,163.8888889,2.95,1.450826389
25200.0,166.6666667,3,1.500416667
25260.0,169.4444444,3.05,1.550840278
25320.0,172.2222222,3.1,1.602097222
25380.0,175,3.15,1.6541875
25440.0,177.7777778,3.2,1.707111111
25500.0,180.5555556,3.25,1.760868056
25560.0,183.3333333,3.3,1.815458333
25620.0,186.1111111,3.35,1.870881944
25680.0,188.8888889,3.4,1.927138889
25740.0,191.6666667,3.45,1.984229167
25800.0,194.4444444,3.5,2.042152778
25860.0,197.2222222,3.55,2.100909722
25920.0,200,3.6,2.1605
25980.0,202.7777778,3.65,2.220923611
26040.0,205.5555556,3.7,2.282180556
26100.0,208.3333333,3.75,2.344270833
26160.0,211.1111111,3.8,2.407194444
26220.0,213.8888889,3.85,2.470951389
26280.0,216.6666667,3.9,2.535541667
26340.0,219.4444444,3.95,2.600965278
26400.0,222.2222222,4,2.667222222
26460.0,225,4.05,2.7343125
26520.0,227.7777778,4.1,2.802236111
26580.0,230.5555556,4.15,2.870993056
26640.0,233.3333333,4.2,2.940583333
26700.0,236.1111111,4.25,3.011006944
26760.0,238.8888889,4.3,3.082263889
26820.0,241.6666667,4.35,3.154354167
26880.0,244.4444444,4.4,3.227277778
26940.0,247.2222222,4.45,3.301034722
27000.0,250,4.5,3.375625
27060.0,252.7777778,4.55,3.451048611
27120.0,255.5555556,4.6,3.527305556
27180.0,258.3333333,4.65,3.604395833
27240.0,261.1111111,4.7,3.682319444
27300.0,263.8888889,4.75,3.761076389
27360.0,266.6666667,4.8,3.840666667
27420.0,269.4444444,4.85,3.921090278
27480.0,272.2222222,4.9,4.002347222
27540.0,275,4.95,4.0844375
27600.0,277.7777778,5,4.167361111
27660.0,280.5555556,5.05,4.251118056
27720.0,283.3333333,5.1,4.335708333
27780.0,286.1111111,5.15,4.421131944
27840.0,288.8888889,5.2,4.507388889
27900.0,291.6666667,5.25,4.594479167
27960.0,294.4444444,5.3,4.682402778
28020.0,297.2222222,5.35,4.771159722
28080.0,300,5.4,4.86075
28140.0,302.7777778,5.45,4.951173611
28200.0,305.5555556,5.5,5.042430556
28260.0,308.3333333,5.55,5.134520833
28320.0,311.1111111,5.6,5.227444444
28380.0,313.8888889,5.65,5.321201389
28440.0,316.6666667,5.7,5.415791667
28500.0,319.4444444,5.75,5.511215278
28560.0,322.2222222,5.8,5.607472222
28620.0,325,5.85,5.7045625
28680.0,327.7777778,5.9,5.802486111
28740.0,330.5555556,5.95,5.901243056
28800.0,333.3333333,6,6.000833333
28860.0,336.1111111,6.05,6.101256944
28920.0,338.8888889,6.1,6.202513889
28980.0,341.6666667,6.15,6.304604167
29040.0,344.4444444,6.2,6.407527778
29100.0,347.2222222,6.25,6.511284722
29160.0,350,6.3,6.615875
29220.0,352.7777778,6.35,6.721298611
29280.0,355.5555556,6.4,6.827555556
29340.0,358.3333333,6.45,6.934645833
29400.0,361.1111111,6.5,7.042569444
29460.0,363.8888889,6.55,7.151326389
29520.0,366.6666667,6.6,7.260916667
29580.0,369.4444444,6.65,7.371340278
29640.0,372.2222222,6.7,7.482597222
29700.0,375,6.75,7.5946875
29760.0,377.7777778,6.8,7.707611111
29820.0,380.5555556,6.85,7.821368056
29880.0,383.3333333,6.9,7.935958333
29940.0,386.1111111,6.95,8.051381944
30000.0,388.8888889,7,8.167638889
30060.0,391.6666667,7.05,8.284729167
30120.0,394.4444444,7.1,8.402652778
30180.0,397.2222222,7.15,8.521409722
30240.0,400,7.2,8.641
30300.0,402.7777778,7.25,8.761423611
30360.0,405.5555556,7.3,8.882680556
30420.0,408.3333333,7.35,9.004770833
30480.0,411.1111111,7.4,9.127694444
30540.0,413.8888889,7.45,9.251451389
30600.0,416.6666667,7.5,9.376041667
30660.0,419.4444444,7.55,9.501465278
30720.0,422.2222222,7.6,9.627722222
30780.0,425,7.65,9.7548125
30840.0,427.7777778,7.7,9.882736111
30900.0,430.5555556,7.75,10.01149306
30960.0,433.3333333,7.8,10.14108333
31020.0,436.1111111,7.85,10.27150694
31080.0,438.8888889,7.9,10.40276389
31140.0,441.6666667,7.95,10.53485417
31200.0,444.4444444,8,10.66777778
31260.0,447.2222222,8.05,10.80153472
31320.0,450,8.1,10.936125
31380.0,452.7777778,8.15,11.07154861
31440.0,455.5555556,8.2,11.20780556
31500.0,458.3333333,8.25,11.34489583
31560.0,461.1111111,8.3,11.48281944
31620.0,463.8888889,8.35,11.62157639
31680.0,466.6666667,8.4,11.76116667
31740.0,469.4444444,8.45,11.90159028
31800.0,472.2222222,8.5,12.04284722
31860.0,475,8.55,12.1849375
31920.0,477.7777778,8.6,12.32786111
31980.0,480.5555556,8.65,12.47161806
32040.0,483.3333333,8.7,12.61620833
32100.0,486.1111111,8.75,12.76163194
32160.0,488.8888889,8.8,12.90788889
32220.0,491.6666667,8.85,13.05497917
32280.0,494.4444444,8.9,13.20290278
32340.0,497.2222222,8.95,13.35165972
32400.0,500,9,13.50125
32460.0,502.7777778,9.05,13.65167361
32520.0,505.5555556,9.1,13.80293056
32580.0,508.3333333,9.15,13.95502083
32640.0,511.1111111,9.2,14.10794444
32700.0,513.8888889,9.25,14.26170139
32760.0,516.6666667,9.3,14.41629167
32820.0,519.4444444,9.35,14.57171528
32880.0,522.2222222,9.4,14.72797222
32940.0,525,9.45,14.8850625
33000.0,527.7777778,9.5,15.04298611
33060.0,530.5555556,9.55,15.20174306
33120.0,533.3333333,9.6,15.36133333
33180.0,536.1111111,9.65,15.52175694
33240.0,538.8888889,9.7,15.68301389
33300.0,541.6666667,9.75,15.84510417
33360.0,544.4444444,9.8,16.00802778
33420.0,547.2222222,9.85,16.17178472
33480.0,550,9.9,16.336375
33540.0,552.7777778,9.95,16.50179861
33600.0,555.5555556,10,16.66805556
33660.0,558.3333333,10.05,16.83514583
33720.0,561.1111111,10.1,17.00306944
33780.0,563.8888889,10.15,17.17182639
33840.0,566.6666667,10.2,17.34141667
33900.0,569.4444444,10.25,17.51184028
33960.0,572.2222222,10.3,17.68309722
34020.0,575,10.35,17.8551875
34080.0,577.7777778,10.4,18.02811111
34140.0,580.5555556,10.45,18.20186806
34200.0,583.3333333,10.5,18.37645833
34260.0,586.1111111,10.55,18.55188194
34320.0,588.8888889,10.6,18.72813889
34380.0,591.6666667,10.65,18.90522917
34440.0,594.4444444,10.7,19.08315278
34500.0,597.2222222,10.75,19.26190972
34560.0,600,10.8,19.4415
34620.0,602.7777778,10.85,19.62192361
34680.0,605.5555556,10.9,19.80318056
34740.0,608.3333333,10.95,19.98527083
34800.0,611.1111111,11,20.16819444
34860.0,613.8888889,11.05,20.35195139
34920.0,616.6666667,11.1,20.53654167
34980.0,619.4444444,11.15,20.72196528
35040.0,622.2222222,11.2,20.90822222
35100.0,625,11.25,21.0953125
35160.0,627.7777778,11.3,21.28323611
35220.0,630.5555556,11.35,21.47199306
35280.0,633.3333333,11.4,21.66158333
35340.0,636.1111111,11.45,21.85200694
35400.0,638.8888889,11.5,22.04326389
35460.0,641.6666667,11.55,22.23535417
35520.0,644.4444444,11.6,22.42827778
35580.0,647.2222222,11.65,22.62203472
35640.0,650,11.7,22.816625
35700.0,652.7777778,11.75,23.01204861
35760.0,655.5555556,11.8,23.20830556
35820.0,658.3333333,11.85,23.40539583
35880.0,661.1111111,11.9,23.60331944
35940.0,663.8888889,11.95,23.80207639
36000.0,666.6666667,12,24.00166667
36060.0,669.4444444,12.05,24.20209028
36120.0,672.2222222,12.1,24.40334722
36180.0,675,12.15,24.6054375
36240.0,677.7777778,12.2,24.80836111
36300.0,680.5555556,12.25,25.01211806
36360.0,683.3333333,12.3,25.21670833
36420.0,686.1111111,12.35,25.42213194
36480.0,688.8888889,12.4,25.62838889
36540.0,691.6666667,12.45,25.83547917
36600.0,694.4444444,12.5,26.04340278
36660.0,697.2222222,12.55,26.25215972
36720.0,700,12.6,26.46175
36780.0,702.7777778,12.65,26.67217361
36840.0,705.5555556,12.7,26.88343056
36900.0,708.3333333,12.75,27.09552083
36960.0,711.1111111,12.8,27.30844444
37020.0,713.8888889,12.85,27.52220139
37080.0,716.6666667,12.9,27.73679167
37140.0,719.4444444,12.95,27.95221528
37200.0,722.2222222,13,28.16847222
37260.0,725,13.05,28.3855625
37320.0,727.7777778,13.1,28.60348611
37380.0,730.5555556,13.15,28.82224306
37440.0,733.3333333,13.2,29.04183333
37500.0,736.1111111,13.25,29.26225694
37560.0,738.8888889,13.3,29.48351389
37620.0,741.6666667,13.35,29.70560417
37680.0,744.4444444,13.4,29.92852778
37740.0,747.2222222,13.45,30.15228472
37800.0,750,13.5,30.376875
37860.0,752.7777778,13.55,30.60229861
37920.0,755.5555556,13.6,30.82855556
37980.0,758.3333333,13.65,31.05564583
38040.0,761.1111111,13.7,31.28356944
38100.0,763.8888889,13.75,31.51232639
38160.0,766.6666667,13.8,31.74191667
38220.0,769.4444444,13.85,31.97234028
38280.0,772.2222222,13.9,32.20359722
38340.0,775,13.95,32.4356875
38400.0,777.7777778,14,32.66861111
38460.0,780.5555556,14.05,32.90236806
38520.0,783.3333333,14.1,33.13695833
38580.0,786.1111111,14.15,33.37238194
38640.0,788.8888889,14.2,33.60863889
38700.0,791.6666667,14.25,33.84572917
38760.0,794.4444444,14.3,34.08365278
38820.0,797.2222222,14.35,34.32240972
38880.0,800,14.4,34.562
38940.0,802.7777778,14.45,34.80242361
39000.0,805.5555556,14.5,35.04368056
39060.0,808.3333333,14.55,35.28577083
39120.0,811.1111111,14.6,35.52869444
39180.0,813.8888889,14.65,35.77245139
39240.0,816.6666667,14.7,36.01704167
39300.0,819.4444444,14.75,36.26246528
39360.0,822.2222222,14.8,36.50872222
39420.0,825,14.85,36.7558125
39480.0,827.7777778,14.9,37.00373611
39540.0,830.5555556,14.95,37.25249306
39600.0,833.3333333,15,37.50208333
39660.0,836.1111111,15.05,37.75250694
39720.0,838.8888889,15.1,38.00376389
39780.0,841.6666667,15.15,38.25585417
39840.0,844.4444444,15.2,38.50877778
39900.0,847.2222222,15.25,38.76253472
39960.0,850,15.3,39.017125
40020.0,852.7777778,15.35,39.27254861
40080.0,855.5555556,15.4,39.52880556
40140.0,858.3333333,15.45,39.78589583
40200.0,861.1111111,15.5,40.04381944
40260.0,863.8888889,15.55,40.30257639
40320.0,866.6666667,15.6,40.56216667
40380.0,869.4444444,15.65,40.82259028
40440.0,872.2222222,15.7,41.08384722
40500.0,875,15.75,41.3459375
40560.0,877.7777778,15.8,41.60886111
40620.0,880.5555556,15.85,41.87261806
40680.0,883.3333333,15.9,42.13720833
40740.0,886.1111111,15.95,42.40263194
40800.0,888.8888889,16,42.66888889
40860.0,891.6666667,16.05,42.93597917
40920.0,894.4444444,16.1,43.20390278
40980.0,897.2222222,16.15,43.47265972
41040.0,900,16.2,43.74225
41100.0,902.7777778,16.25,44.01267361
41160.0,905.5555556,16.3,44.28393056
41220.0,908.3333333,16.35,44.55602083
41280.0,911.1111111,16.4,44.82894444
41340.0,913.8888889,16.45,45.10270139
41400.0,916.6666667,16.5,45.37729167
41460.0,919.4444444,16.55,45.65271528
41520.0,922.2222222,16.6,45.92897222
41580.0,925,16.65,46.2060625
41640.0,927.7777778,16.7,46.48398611
41700.0,930.5555556,16.75,46.76274306
41760.0,933.3333333,16.8,47.04233333
41820.0,936.1111111,16.85,47.32275694
41880.0,938.8888889,16.9,47.60401389
41940.0,941.6666667,16.95,47.88610417
42000.0,944.4444444,17,48.16902778
42060.0,947.2222222,17.05,48.45278472
42120.0,950,17.1,48.737375
42180.0,952.7777778,17.15,49.02279861
42240.0,955.5555556,17.2,49.30905556
42300.0,958.3333333,17.25,49.59614583
42360.0,961.1111111,17.3,49.88406944
42420.0,963.8888889,17.35,50.17282639
42480.0,966.6666667,17.4,50.46241667
42540.0,969.4444444,17.45,50.75284028
42600.0,972.2222222,17.5,51.04409722
42660.0,975,17.55,51.3361875
42720.0,977.7777778,17.6,51.62911111
42780.0,980.5555556,17.65,51.92286806
42840.0,983.3333333,17.7,52.21745833
42900.0,986.1111111,17.75,52.51288194
42960.0,988.8888889,17.8,52.80913889
43020.0,991.6666667,17.85,53.10622917
43080.0,994.4444444,17.9,53.40415278
43140.0,997.2222222,17.95,53.70290972
43200.0,1000,18,54.0025
43260.0,997.2222222,17.95,54.30207639
43320.0,994.4444444,17.9,54.60081944
43380.0,991.6666667,17.85,54.89872917
43440.0,988.8888889,17.8,55.19580556
43500.0,986.1111111,17.75,55.49204861
43560.0,983.3333333,17.7,55.78745833
43620.0,980.5555556,17.65,56.08203472
43680.0,977.7777778,17.6,56.37577778
43740.0,975,17.55,56.6686875
43800.0,972.2222222,17.5,56.96076389
43860.0,969.4444444,17.45,57.25200694
43920.0,966.6666667,17.4,57.54241667
43980.0,963.8888889,17.35,57.83199306
44040.0,961.1111111,17.3,58.12073611
44100.0,958.3333333,17.25,58.40864583
44160.0,955.5555556,17.2,58.69572222
44220.0,952.7777778,17.15,58.98196528
44280.0,950,17.1,59.267375
44340.0,947.2222222,17.05,59.55195139
44400.0,944.4444444,17,59.83569444
44460.0,941.6666667,16.95,60.11860417
44520.0,938.8888889,16.9,60.40068056
44580.0,936.1111111,16.85,60.68192361
44640.0,933.3333333,16.8,60.96233333
44700.0,930.5555556,16.75,61.24190972
44760.0,927.7777778,16.7,61.52065278
44820.0,925,16.65,61.7985625
44880.0,922.2222222,16.6,62.07563889
44940.0,919.4444444,16.55,62.35188194
45000.0,916.6666667,16.5,62.62729167
45060.0,913.8888889,16.45,62.90186806
45120.0,911.1111111,16.4,63.17561111
45180.0,908.3333333,16.35,63.44852083
45240.0,905.5555556,16.3,63.72059722
45300.0,902.7777778,16.25,63.99184028
45360.0,900,16.2,64.26225
45420.0,897.2222222,16.15,64.53182639
45480.0,894.4444444,16.1,64.80056944
45540.0,891.6666667,16.05,65.06847917
45600.0,888.8888889,16,65.33555556
45660.0,886.1111111,15.95,65.60179861
45720.0,883.3333333,15.9,65.86720833
45780.0,880.5555556,15.85,66.13178472
45840.0,877.7777778,15.8,66.39552778
45900.0,875,15.75,66.6584375
45960.0,872.2222222,15.7,66.92051389
46020.0,869.4444444,15.65,67.18175694
46080.0,866.6666667,15.6,67.44216667
46140.0,863.8888889,15.55,67.70174306
46200.0,861.1111111,15.5,67.96048611
46260.0,858.3333333,15.45,68.21839583
46320.0,855.5555556,15.4,68.47547222
46380.0,852.7777778,15.35,68.73171528
46440.0,850,15.3,68.987125
46500.0,847.2222222,15.25,69.24170139
46560.0,844.4444444,15.2,69.49544444
46620.0,841.6666667,15.15,69.74835417
46680.0,838.8888889,15.1,70.00043056
46740.0,836.1111111,15.05,70.25167361
46800.0,833.3333333,15,70.50208333
46860.0,830.5555556,14.95,70.75165972
46920.0,827.7777778,14.9,71.00040278
46980.0,825,14.85,71.2483125
47040.0,822.2222222,14.8,71.49538889
47100.0,819.4444444,14.75,71.74163194
47160.0,816.6666667,14.7,71.98704167
47220.0,813.8888889,14.65,72.23161806
47280.0,811.1111111,14.6,72.47536111
47340.0,808.3333333,14.55,72.71827083
47400.0,805.5555556,14.5,72.96034722
47460.0,802.7777778,14.45,73.20159028
47520.0,800,14.4,73.442
47580.0,797.2222222,14.35,73.68157639
47640.0,794.4444444,14.3,73.92031944
47700.0,791.6666667,14.25,74.15822917
47760.0,788.8888889,14.2,74.39530556
47820.0,786.1111111,14.15,74.63154861
47880.0,783.3333333,14.1,74.86695833
47940.0,780.5555556,14.05,75.10153472
48000.0,777.7777778,14,75.33527778
48060.0,775,13.95,75.5681875
48120.0,772.2222222,13.9,75.80026389
48180.0,769.4444444,13.85,76.03150694
48240.0,766.6666667,13.8,76.26191667
48300.0,763.8888889,13.75,76.49149306
48360.0,761.1111111,13.7,76.72023611
48420.0,758.3333333,13.65,76.94814583
48480.0,755.5555556,13.6,77.17522222
48540.0,752.7777778,13.55,77.40146528
48600.0,750,13.5,77.626875
48660.0,747.2222222,13.45,77.85145139
48720.0,744.4444444,13.4,78.07519444
48780.0,741.6666667,13.35,78.29810417
48840.0,738.8888889,13.3,78.52018056
48900.0,736.1111111,13.25,78.74142361
48960.0,733.3333333,13.2,78.96183333
49020.0,730.5555556,13.15,79.18140972
49080.0,727.7777778,13.1,79.40015278
49140.0,725,13.05,79.6180625
49200.0,722.2222222,13,79.83513889
49260.0,719.4444444,12.95,80.05138194
49320.0,716.6666667,12.9,80.26679167
49380.0,713.8888889,12.85,80.48136806
49440.0,711.1111111,12.8,80.69511111
49500.0,708.3333333,12.75,80.90802083
49560.0,705.5555556,12.7,81.12009722
49620.0,702.7777778,12.65,81.33134028
49680.0,700,12.6,81.54175
49740.0,697.2222222,12.55,81.75132639
49800.0,694.4444444,12.5,81.96006944
49860.0,691.6666667,12.45,82.16797917
49920.0,688.8888889,12.4,82.37505556
49980.0,686.1111111,12.35,82.58129861
50040.0,683.3333333,12.3,82.78670833
50100.0,680.5555556,12.25,82.99128472
50160.0,677.7777778,12.2,83.19502778
50220.0,675,12.15,83.3979375
50280.0,672.2222222,12.1,83.60001389
50340.0,669.4444444,12.05,83.80125694
50400.0,666.6666667,12,84.00166667
50460.0,663.8888889,11.95,84.20124306
50520.0,661.1111111,11.9,84.39998611
50580.0,658.3333333,11.85,84.59789583
50640.0,655.5555556,11.8,84.79497222
50700.0,652.7777778,11.75,84.99121528
50760.0,650,11.7,85.186625
50820.0,647.2222222,11.65,85.38120139
